ocel_id;ocel_time;p_duration[s];s_co2e[kg];i_electric-from-grid-de[kWh];i_coating-material[kg];i_coating-material-waste[kg]
e_coat_1394;2023-04-03 13:02:31;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1393;2023-04-03 13:02:47;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1395;2023-04-03 13:02:53;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1396;2023-04-03 13:03:10;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1398;2023-04-03 13:03:37;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1397;2023-04-03 13:03:47;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1399;2023-04-03 13:03:50;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1402;2023-04-03 13:04:29;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1401;2023-04-03 13:04:35;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1400;2023-04-03 13:05:13;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1405;2023-04-03 13:05:18;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1403;2023-04-03 13:05:22;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1404;2023-04-03 13:05:34;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1406;2023-04-03 13:06:08;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1408;2023-04-03 13:06:30;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1409;2023-04-03 13:06:32;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1410;2023-04-03 13:06:34;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1411;2023-04-03 13:06:52;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1407;2023-04-03 13:06:58;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1415;2023-04-03 13:07:26;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1413;2023-04-03 13:07:27;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1416;2023-04-03 13:07:46;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1414;2023-04-03 13:07:47;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1412;2023-04-03 13:07:50;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1417;2023-04-03 13:08:06;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1421;2023-04-03 13:08:48;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1418;2023-04-03 13:08:54;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1420;2023-04-03 13:09:19;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1423;2023-04-03 13:09:20;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1419;2023-04-03 13:09:29;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1422;2023-04-03 13:09:50;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1424;2023-04-03 13:10:04;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1426;2023-04-03 13:10:16;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1425;2023-04-03 13:10:24;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1429;2023-04-03 13:10:55;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1427;2023-04-03 13:11:12;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1428;2023-04-03 13:11:21;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1431;2023-04-03 13:11:35;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1430;2023-04-03 13:11:36;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1432;2023-04-03 13:11:44;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1434;2023-04-03 13:12:07;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1433;2023-04-03 13:12:18;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1437;2023-04-03 13:12:35;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1436;2023-04-03 13:12:35;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1435;2023-04-03 13:12:54;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1439;2023-04-03 13:13:30;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1441;2023-04-03 13:13:50;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1443;2023-04-03 13:14:01;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1438;2023-04-03 13:14:03;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1445;2023-04-03 13:14:30;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1444;2023-04-03 13:14:35;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1440;2023-04-03 13:14:46;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1447;2023-04-03 13:14:59;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1442;2023-04-03 13:15:10;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1449;2023-04-03 13:15:25;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1446;2023-04-03 13:16:05;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1448;2023-04-03 13:16:11;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1450;2023-04-03 13:16:21;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1452;2023-04-03 13:16:35;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1453;2023-04-03 13:16:40;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1456;2023-04-03 13:17:03;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1455;2023-04-03 13:17:19;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1451;2023-04-03 13:17:23;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1454;2023-04-03 13:18:06;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1458;2023-04-03 13:18:20;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1461;2023-04-03 13:18:25;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1457;2023-04-03 13:18:37;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1462;2023-04-03 13:18:55;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1459;2023-04-03 13:19:04;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1463;2023-04-03 13:19:22;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1464;2023-04-03 13:19:26;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1460;2023-04-03 13:19:33;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1467;2023-04-03 13:19:48;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1465;2023-04-03 13:19:49;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1466;2023-04-03 13:20:18;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1468;2023-04-03 13:20:20;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1470;2023-04-03 13:20:44;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1471;2023-04-03 13:20:44;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1469;2023-04-03 13:20:52;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1472;2023-04-03 13:21:13;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1475;2023-04-03 13:21:39;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1474;2023-04-03 13:21:46;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1473;2023-04-03 13:22:13;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1476;2023-04-03 13:22:32;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1477;2023-04-03 13:22:45;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1478;2023-04-03 13:23:23;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1480;2023-04-04 07:55:37;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1481;2023-04-04 07:56:00;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1479;2023-04-04 07:56:07;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1482;2023-04-04 07:56:33;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1484;2023-04-04 07:56:37;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1488;2023-04-04 07:56:44;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1487;2023-04-04 07:56:52;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1494;2023-04-04 07:57:07;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1495;2023-04-04 07:57:11;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1490;2023-04-04 07:57:12;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1486;2023-04-04 07:57:12;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1489;2023-04-04 07:57:18;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1483;2023-04-04 07:57:26;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1491;2023-04-04 07:57:43;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1498;2023-04-04 07:57:45;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1493;2023-04-04 07:57:53;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1496;2023-04-04 07:58:00;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1500;2023-04-04 07:58:04;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1492;2023-04-04 07:58:07;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1485;2023-04-04 07:58:09;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1499;2023-04-04 07:58:10;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1501;2023-04-04 07:58:18;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1504;2023-04-04 07:58:23;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1506;2023-04-04 07:58:34;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1497;2023-04-04 07:58:45;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1503;2023-04-04 07:58:46;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1502;2023-04-04 07:58:56;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1505;2023-04-04 07:58:58;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1507;2023-04-04 07:59:04;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1509;2023-04-04 07:59:09;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1510;2023-04-04 07:59:30;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1514;2023-04-04 07:59:35;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1511;2023-04-04 07:59:45;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1508;2023-04-04 07:59:55;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1517;2023-04-04 07:59:56;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1516;2023-04-04 07:59:57;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1521;2023-04-04 08:00:12;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1513;2023-04-04 08:00:15;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1518;2023-04-04 08:00:22;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1512;2023-04-04 08:00:23;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1519;2023-04-04 08:00:24;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1524;2023-04-04 08:00:35;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1526;2023-04-04 08:00:49;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1523;2023-04-04 08:00:52;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1522;2023-04-04 08:00:53;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1527;2023-04-04 08:00:58;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1520;2023-04-04 08:01:02;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1528;2023-04-04 08:01:18;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1515;2023-04-04 08:01:19;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1525;2023-04-04 08:01:34;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1529;2023-04-04 08:01:52;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1530;2023-04-04 08:01:58;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1531;2023-04-04 08:01:59;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1533;2023-04-04 08:02:01;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1532;2023-04-04 08:02:09;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1536;2023-04-04 08:02:21;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1534;2023-04-04 08:02:21;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1535;2023-04-04 08:02:22;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1542;2023-04-04 08:02:27;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1538;2023-04-04 08:02:52;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1540;2023-04-04 08:02:53;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1537;2023-04-04 08:02:57;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1545;2023-04-04 08:02:58;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1541;2023-04-04 08:03:04;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1549;2023-04-04 08:03:19;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1548;2023-04-04 08:03:20;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1539;2023-04-04 08:03:33;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1543;2023-04-04 08:03:34;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1554;2023-04-04 08:03:36;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1551;2023-04-04 08:03:40;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1544;2023-04-04 08:03:44;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1550;2023-04-04 08:04:08;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1553;2023-04-04 08:04:09;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1552;2023-04-04 08:04:15;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1547;2023-04-04 08:04:17;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1559;2023-04-04 08:04:35;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1562;2023-04-04 08:04:37;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1546;2023-04-04 08:04:38;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1558;2023-04-04 08:04:53;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1557;2023-04-04 08:04:55;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1555;2023-04-04 08:04:55;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1556;2023-04-04 08:04:58;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1561;2023-04-04 08:05:04;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1560;2023-04-04 08:05:07;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1564;2023-04-04 08:05:16;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1563;2023-04-04 08:05:27;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1566;2023-04-04 08:05:32;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1565;2023-04-04 08:05:38;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1567;2023-04-04 08:05:47;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1568;2023-04-04 08:05:51;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1569;2023-04-04 08:06:01;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1571;2023-04-04 08:06:10;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1570;2023-04-04 08:06:13;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1574;2023-04-04 08:06:29;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1575;2023-04-04 08:06:33;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1572;2023-04-04 08:06:37;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1579;2023-04-04 08:06:45;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1578;2023-04-04 08:06:47;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1573;2023-04-04 08:06:55;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1581;2023-04-04 08:06:58;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1577;2023-04-04 08:07:20;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1584;2023-04-04 08:07:26;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1583;2023-04-04 08:07:31;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1576;2023-04-04 08:07:33;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1580;2023-04-04 08:07:36;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1585;2023-04-04 08:07:44;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1582;2023-04-04 08:08:00;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1586;2023-04-04 08:08:01;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1590;2023-04-04 08:08:02;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1587;2023-04-04 08:08:04;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1591;2023-04-04 08:08:10;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1594;2023-04-04 08:08:17;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1589;2023-04-04 08:08:28;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1588;2023-04-04 08:08:33;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1593;2023-04-04 08:08:43;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1595;2023-04-04 08:08:52;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1597;2023-04-04 08:08:54;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1592;2023-04-04 08:08:58;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1596;2023-04-04 08:09:08;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1601;2023-04-04 08:09:18;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1604;2023-04-04 08:09:24;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1605;2023-04-04 08:09:28;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1600;2023-04-04 08:09:41;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1598;2023-04-04 08:09:43;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1602;2023-04-04 08:09:50;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1603;2023-04-04 08:09:53;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1609;2023-04-04 08:09:57;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1599;2023-04-04 08:09:58;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1606;2023-04-04 08:10:18;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1612;2023-04-04 08:10:23;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1607;2023-04-04 08:10:30;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1610;2023-04-04 08:10:41;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1608;2023-04-04 08:11:02;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1620;2023-04-04 08:11:04;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1615;2023-04-04 08:11:09;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1618;2023-04-04 08:11:09;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1613;2023-04-04 08:11:16;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1617;2023-04-04 08:11:17;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1611;2023-04-04 08:11:27;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1621;2023-04-04 08:11:30;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1616;2023-04-04 08:11:41;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1619;2023-04-04 08:11:43;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1622;2023-04-04 08:11:47;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1614;2023-04-04 08:11:48;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1624;2023-04-04 08:12:10;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1626;2023-04-04 08:12:39;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1625;2023-04-04 08:12:45;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1634;2023-04-04 08:12:55;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1630;2023-04-04 08:12:57;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1628;2023-04-04 08:12:59;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1635;2023-04-04 08:13:01;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1632;2023-04-04 08:13:09;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1629;2023-04-04 08:13:11;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1631;2023-04-04 08:13:23;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1636;2023-04-04 08:13:25;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1623;2023-04-04 08:13:25;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1627;2023-04-04 08:13:28;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1640;2023-04-04 08:13:38;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1637;2023-04-04 08:13:41;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1643;2023-04-04 08:13:53;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1633;2023-04-04 08:13:58;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1641;2023-04-04 08:14:13;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1647;2023-04-04 08:14:17;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1639;2023-04-04 08:14:19;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1638;2023-04-04 08:14:21;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1644;2023-04-04 08:14:22;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1642;2023-04-04 08:14:26;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1645;2023-04-04 08:14:29;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1652;2023-04-04 08:14:46;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1653;2023-04-04 08:14:51;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1650;2023-04-04 08:15:09;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1649;2023-04-04 08:15:17;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1646;2023-04-04 08:15:17;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1648;2023-04-04 08:15:18;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1654;2023-04-04 08:15:20;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1651;2023-04-04 08:15:23;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1657;2023-04-04 08:15:33;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1655;2023-04-04 08:15:40;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1659;2023-04-04 08:15:41;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1658;2023-04-04 08:15:48;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1656;2023-04-04 08:15:49;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1662;2023-04-04 08:15:55;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1660;2023-04-04 08:16:05;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1661;2023-04-04 08:16:09;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1665;2023-04-04 08:16:24;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1664;2023-04-04 08:16:48;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1669;2023-04-04 08:16:51;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1666;2023-04-04 08:16:54;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1667;2023-04-04 08:16:55;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1670;2023-04-04 08:17:08;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1663;2023-04-04 08:17:08;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1668;2023-04-04 08:17:09;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1672;2023-04-04 08:17:23;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1673;2023-04-04 08:17:32;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1676;2023-04-04 08:17:48;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1671;2023-04-04 08:17:49;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1675;2023-04-04 08:17:50;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1678;2023-04-04 08:18:03;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1677;2023-04-04 08:18:04;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1674;2023-04-04 08:18:06;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1679;2023-04-04 08:18:24;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1681;2023-04-04 08:19:06;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1680;2023-04-04 08:19:23;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1682;2023-04-04 08:19:36;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1683;2023-04-04 08:19:56;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1685;2023-04-04 08:20:00;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1684;2023-04-04 08:20:04;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1686;2023-04-04 08:20:42;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1688;2023-04-04 08:21:03;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1687;2023-04-04 08:21:15;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1690;2023-04-04 08:21:27;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1691;2023-04-04 08:21:57;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1689;2023-04-04 08:22:00;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1693;2023-04-04 08:22:11;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1692;2023-04-04 08:22:25;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_1696;2023-04-04 08:22:43;300.0;0.1751156951;0.25;0.0004;0.0001
