ocel_id;ocel_time;p_duration[s];s_co2e[kg];i_electric-from-grid-de[kWh];i_coating-material[kg];i_coating-material-waste[kg]
e_coat_2463;2023-04-04 11:24:47;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2464;2023-04-04 11:25:05;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2466;2023-04-04 11:25:11;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2465;2023-04-04 11:25:24;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2467;2023-04-04 11:25:37;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2469;2023-04-04 11:26:40;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2470;2023-04-04 11:26:47;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2475;2023-04-04 11:26:59;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2473;2023-04-04 11:27:09;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2472;2023-04-04 11:27:11;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2468;2023-04-04 11:27:15;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2477;2023-04-04 11:27:35;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2474;2023-04-04 11:27:37;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2471;2023-04-04 11:27:50;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2476;2023-04-04 11:28:15;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2480;2023-04-04 11:28:36;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2478;2023-04-04 11:28:40;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2482;2023-04-04 11:28:46;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2479;2023-04-04 11:28:48;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2481;2023-04-04 11:29:05;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2483;2023-04-04 11:29:14;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2484;2023-04-04 11:29:50;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2488;2023-04-04 11:30:15;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2486;2023-04-04 11:30:22;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2485;2023-04-04 11:30:22;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2487;2023-04-04 11:30:58;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2489;2023-04-04 11:31:05;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2490;2023-04-04 11:31:15;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2491;2023-04-04 11:31:35;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2494;2023-04-04 11:31:51;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2492;2023-04-04 11:32:07;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2493;2023-04-04 11:32:13;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2497;2023-04-04 11:32:30;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2495;2023-04-04 11:32:32;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2496;2023-04-04 11:32:48;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2498;2023-04-04 11:33:33;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2499;2023-04-04 11:33:35;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2500;2023-04-04 11:33:42;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2502;2023-04-04 11:33:42;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2505;2023-04-04 11:34:13;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2504;2023-04-04 11:34:38;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2507;2023-04-04 11:34:40;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2503;2023-04-04 11:34:43;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2501;2023-04-04 11:34:53;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2506;2023-04-04 11:35:05;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2508;2023-04-04 11:35:24;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2512;2023-04-04 11:35:47;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2511;2023-04-04 11:35:49;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2510;2023-04-04 11:35:55;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2509;2023-04-04 11:36:12;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2513;2023-04-04 11:36:40;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2515;2023-04-04 11:37:00;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2518;2023-04-04 11:37:19;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2516;2023-04-04 11:37:19;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2514;2023-04-04 11:37:22;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2517;2023-04-04 11:37:43;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2521;2023-04-04 11:38:02;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2519;2023-04-04 11:38:10;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2522;2023-04-04 11:38:28;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2520;2023-04-04 11:38:52;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2525;2023-04-04 11:39:17;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2524;2023-04-04 11:39:20;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2526;2023-04-04 11:39:25;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2523;2023-04-04 11:39:32;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2527;2023-04-04 11:39:50;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2528;2023-04-04 11:39:56;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2529;2023-04-04 11:40:20;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2531;2023-04-04 11:40:27;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2530;2023-04-04 11:40:53;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2532;2023-04-04 11:41:19;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2533;2023-04-04 11:41:44;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2535;2023-04-04 11:41:46;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2536;2023-04-04 11:41:57;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2539;2023-04-04 11:42:22;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2537;2023-04-04 11:42:28;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2534;2023-04-04 11:42:30;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2540;2023-04-04 11:43:01;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2542;2023-04-04 11:43:46;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2538;2023-04-04 11:43:47;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2541;2023-04-04 11:43:59;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2546;2023-04-04 11:44:09;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2543;2023-04-04 11:44:09;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2547;2023-04-04 11:44:14;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2548;2023-04-04 11:44:22;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2545;2023-04-04 11:44:22;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2544;2023-04-04 11:44:40;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2549;2023-04-04 11:45:16;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2550;2023-04-04 11:45:23;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2551;2023-04-04 11:45:50;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2553;2023-04-04 11:46:16;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2552;2023-04-04 11:46:20;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2554;2023-04-04 11:46:32;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2556;2023-04-04 11:46:45;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2557;2023-04-04 11:46:59;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2558;2023-04-04 11:47:20;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2555;2023-04-04 11:47:34;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2559;2023-04-04 11:47:35;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2560;2023-04-04 11:47:46;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2561;2023-04-04 11:47:54;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2563;2023-04-04 11:48:28;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2562;2023-04-04 11:48:34;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2564;2023-04-04 11:48:48;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2567;2023-04-04 11:49:08;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2565;2023-04-04 11:49:31;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2566;2023-04-04 11:49:38;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2570;2023-04-04 11:49:47;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2568;2023-04-04 11:49:53;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2571;2023-04-04 11:50:11;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2569;2023-04-04 11:50:23;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2573;2023-04-04 11:51:15;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2574;2023-04-04 11:51:33;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2572;2023-04-04 11:51:36;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2575;2023-04-04 11:51:40;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2579;2023-04-04 11:51:44;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2577;2023-04-04 11:51:56;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2576;2023-04-04 11:52:06;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2578;2023-04-04 11:52:31;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2580;2023-04-04 11:52:49;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2584;2023-04-04 11:53:17;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2581;2023-04-04 11:53:20;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2582;2023-04-04 11:53:21;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2588;2023-04-04 11:53:57;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2587;2023-04-04 11:53:59;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2585;2023-04-04 11:54:08;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2583;2023-04-04 11:54:18;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2589;2023-04-04 11:54:45;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2590;2023-04-04 11:54:51;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2586;2023-04-04 11:55:07;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2592;2023-04-04 11:55:30;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2595;2023-04-04 11:55:48;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2591;2023-04-04 11:56:19;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2594;2023-04-04 11:56:22;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2593;2023-04-04 11:56:31;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2596;2023-04-04 11:57:13;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2598;2023-04-04 11:57:35;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2599;2023-04-04 11:57:44;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2602;2023-04-04 11:57:48;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2597;2023-04-04 11:57:50;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2601;2023-04-04 11:57:52;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2600;2023-04-04 11:57:59;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2603;2023-04-04 11:58:33;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2604;2023-04-04 11:58:38;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2605;2023-04-04 11:59:14;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2606;2023-04-04 11:59:20;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2607;2023-04-04 11:59:22;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2610;2023-04-04 11:59:49;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2611;2023-04-04 11:59:49;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2612;2023-04-04 11:59:56;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2608;2023-04-04 12:00:10;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2609;2023-04-04 12:00:20;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2616;2023-04-04 12:00:49;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2615;2023-04-04 12:00:57;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2613;2023-04-04 12:01:20;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2618;2023-04-04 12:01:23;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2617;2023-04-04 12:01:41;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2614;2023-04-04 12:01:56;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2620;2023-04-04 12:02:10;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2619;2023-04-04 12:02:19;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2623;2023-04-04 12:02:20;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2621;2023-04-04 12:02:28;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2622;2023-04-04 12:02:29;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2624;2023-04-04 12:03:15;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2625;2023-04-04 12:03:32;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2628;2023-04-04 12:03:44;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2627;2023-04-04 12:03:52;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2626;2023-04-04 12:04:03;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2629;2023-04-04 12:04:33;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2630;2023-04-04 12:04:46;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2632;2023-04-04 12:04:47;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2631;2023-04-04 12:05:04;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2635;2023-04-04 12:05:23;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2633;2023-04-04 12:05:31;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2634;2023-04-04 12:05:35;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2637;2023-04-04 12:05:40;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2636;2023-04-04 12:05:44;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2638;2023-04-04 12:05:59;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2641;2023-04-04 12:06:35;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2640;2023-04-04 12:06:46;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2639;2023-04-04 12:06:58;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2643;2023-04-04 12:07:20;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2642;2023-04-04 12:08:13;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2644;2023-04-04 12:08:21;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2646;2023-04-04 12:08:25;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2647;2023-04-04 12:08:27;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2645;2023-04-04 12:08:38;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2649;2023-04-04 12:08:39;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2648;2023-04-04 12:09:10;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2651;2023-04-04 12:09:23;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2650;2023-04-04 12:09:31;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2654;2023-04-04 12:10:03;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2653;2023-04-04 12:10:04;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2657;2023-04-04 12:10:26;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2652;2023-04-04 12:10:27;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2655;2023-04-04 12:10:38;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2656;2023-04-04 12:10:38;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2659;2023-04-04 12:11:17;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2660;2023-04-04 12:11:19;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2658;2023-04-04 12:11:20;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2661;2023-04-04 12:12:12;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2664;2023-04-04 12:12:23;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2662;2023-04-04 12:12:39;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2665;2023-04-04 12:12:39;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2663;2023-04-04 12:13:00;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2668;2023-04-04 12:13:07;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2666;2023-04-04 12:13:18;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2667;2023-04-04 12:13:30;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2670;2023-04-04 12:13:42;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2669;2023-04-04 12:14:05;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2671;2023-04-04 12:14:29;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2675;2023-04-04 12:15:06;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2672;2023-04-04 12:15:11;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2674;2023-04-04 12:15:11;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2676;2023-04-04 12:15:12;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2673;2023-04-04 12:15:24;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2677;2023-04-04 12:15:38;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2679;2023-04-04 12:15:48;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2678;2023-04-04 12:16:33;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2680;2023-04-04 12:16:37;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2682;2023-04-04 12:16:50;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2681;2023-04-04 12:17:16;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2684;2023-04-04 12:17:27;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2685;2023-04-04 12:17:35;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2686;2023-04-04 12:17:37;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2683;2023-04-04 12:18:02;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2689;2023-04-04 12:18:14;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2688;2023-04-04 12:18:24;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2691;2023-04-04 12:18:38;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2690;2023-04-04 12:18:59;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2692;2023-04-04 12:19:01;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2687;2023-04-04 12:19:28;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2694;2023-04-04 12:19:31;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2695;2023-04-04 12:19:34;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2693;2023-04-04 12:19:48;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2696;2023-04-04 12:20:11;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2699;2023-04-04 12:20:28;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2698;2023-04-04 12:20:53;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2697;2023-04-04 12:21:00;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2700;2023-04-04 12:21:09;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2701;2023-04-04 12:21:31;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2704;2023-04-04 12:21:40;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2703;2023-04-04 12:21:52;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2706;2023-04-04 12:22:18;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2705;2023-04-04 12:22:18;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2709;2023-04-04 12:22:59;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2708;2023-04-04 12:23:00;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2702;2023-04-04 12:23:02;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2710;2023-04-04 12:23:13;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2711;2023-04-04 12:23:40;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2707;2023-04-04 12:23:54;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2712;2023-04-04 12:24:02;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2713;2023-04-04 12:24:09;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2714;2023-04-04 12:24:14;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2716;2023-04-04 12:24:39;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2715;2023-04-04 12:24:44;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2720;2023-04-04 12:25:29;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2717;2023-04-04 12:25:40;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2719;2023-04-04 12:25:52;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2718;2023-04-04 12:25:57;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2724;2023-04-04 12:26:19;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2722;2023-04-04 12:26:33;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2721;2023-04-04 12:26:49;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2723;2023-04-04 12:27:09;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2725;2023-04-04 12:27:13;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2727;2023-04-04 12:27:23;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2726;2023-04-04 12:27:27;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2728;2023-04-04 12:27:32;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2729;2023-04-04 12:27:33;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2733;2023-04-04 12:28:40;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2730;2023-04-04 12:29:00;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2731;2023-04-04 12:29:00;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2735;2023-04-04 12:29:23;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2734;2023-04-04 12:29:25;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2736;2023-04-04 12:29:34;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2732;2023-04-04 12:30:02;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2741;2023-04-04 12:30:23;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2740;2023-04-04 12:30:25;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2737;2023-04-04 12:30:28;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2738;2023-04-04 12:30:29;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2742;2023-04-04 12:30:55;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2739;2023-04-04 12:31:15;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2745;2023-04-04 12:31:39;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2743;2023-04-04 12:32:07;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2748;2023-04-04 12:32:08;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2744;2023-04-04 12:32:15;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2746;2023-04-04 12:32:25;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2747;2023-04-04 12:32:40;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2749;2023-04-04 12:32:47;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2753;2023-04-04 12:33:11;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2750;2023-04-04 12:33:16;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2751;2023-04-04 12:33:32;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2752;2023-04-04 12:33:53;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2754;2023-04-04 12:34:04;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2755;2023-04-04 12:34:14;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2757;2023-04-04 12:34:54;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2758;2023-04-04 12:35:03;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2756;2023-04-04 12:35:07;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2760;2023-04-04 12:35:08;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2761;2023-04-04 12:35:29;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2759;2023-04-04 12:35:35;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2763;2023-04-04 12:35:41;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2762;2023-04-04 12:36:03;300.0;0.1751156951;0.25;0.0004;0.0001
e_coat_2765;2023-04-04 12:36:41;300.0;0.1751156951;0.25;0.0004;0.0001
