ocel_id;ocel_time;p_duration[s];s_co2e[kg];i_compressed-air[m3]
e_checkMale_1570>true;2023-04-04 09:30:09;?;0.00090972;0.014
e_checkMale_1418>true;2023-04-04 09:30:40;?;0.00136458;0.021
e_checkMale_1542>true;2023-04-04 09:30:50;?;0.00175446;0.027
e_checkMale_1417>true;2023-04-04 09:31:01;?;0.00045486;0.007
e_checkMale_1439>true;2023-04-04 09:31:11;?;0.00253422;0.039
e_checkMale_1567>true;2023-04-04 09:32:04;?;0.0016245;0.025
e_checkMale_1621>true;2023-04-04 09:32:25;?;0.00155952;0.024
e_checkMale_1408>true;2023-04-04 09:32:35;?;0.0022743;0.035
e_checkMale_1630>true;2023-04-04 09:32:46;?;0.00084474;0.013
e_checkMale_1558>true;2023-04-04 09:33:07;?;0.00181944;0.028
e_checkMale_1799>true;2023-04-04 09:33:17;?;0.00077976;0.012
e_checkMale_1503>true;2023-04-04 09:33:49;?;0.00175446;0.027
e_checkMale_1577>true;2023-04-04 09:34:10;?;0.00175446;0.027
e_checkMale_1566>true;2023-04-04 09:34:20;?;0.00136458;0.021
e_checkMale_1812>true;2023-04-04 09:34:41;?;0.00051984;0.008
e_checkMale_1492>true;2023-04-04 09:34:51;?;0.00077976;0.012
e_checkMale_1530>true;2023-04-04 09:35:02;?;0.00175446;0.027
e_checkMale_1469>true;2023-04-04 09:35:12;?;0.00142956;0.022
e_checkMale_1600>true;2023-04-04 09:35:22;?;0.00116964;0.018
e_checkMale_1483>true;2023-04-04 09:35:43;?;0.0012996;0.02
e_checkMale_1479>true;2023-04-04 09:35:53;?;0.00181944;0.028
e_checkMale_1552>true;2023-04-04 09:36:55;?;0.00123462;0.019
e_checkMale_1787>true;2023-04-04 09:37:15;?;0.00084474;0.013
e_checkMale_1626>true;2023-04-04 09:37:36;?;0.00090972;0.014
e_checkMale_1538>true;2023-04-04 09:37:47;?;0.00207936;0.032
e_checkMale_1614>true;2023-04-04 09:37:57;?;0.00038988;0.006
e_checkMale_1774>true;2023-04-04 09:38:39;?;0.00025992;0.004
e_checkMale_1525>true;2023-04-04 09:39:01;?;0.00136458;0.021
e_checkMale_1620>true;2023-04-04 09:39:12;?;0.00123462;0.019
e_checkMale_1665>true;2023-04-04 09:39:32;?;0.00149454;0.023
e_checkMale_1803>true;2023-04-04 09:39:53;?;0.0009747;0.015
e_checkMale_1488>true;2023-04-04 09:40:14;?;0.00136458;0.021
e_checkMale_1561>true;2023-04-04 09:40:34;?;0.0012996;0.02
e_checkMale_1539>true;2023-04-04 09:41:16;?;0.00136458;0.021
e_checkMale_1608>true;2023-04-04 09:41:27;?;0.00142956;0.022
e_checkMale_1744>true;2023-04-04 09:41:58;?;0.00220932;0.034
e_checkMale_1553>true;2023-04-04 09:42:19;?;0.0009747;0.015
e_checkMale_1807>true;2023-04-04 09:42:30;?;0.00123462;0.019
e_checkMale_1494>true;2023-04-04 09:42:40;?;0.0019494;0.03
e_checkMale_1755>true;2023-04-04 09:43:33;?;0.00123462;0.019
e_checkMale_1639>true;2023-04-04 09:43:43;?;0.00220932;0.034
e_checkMale_1697>true;2023-04-04 09:44:04;?;0.00110466;0.017
e_checkMale_1518>true;2023-04-04 09:44:15;?;0.00207936;0.032
e_checkMale_1487>true;2023-04-04 09:44:25;?;0.0;0.0
e_checkMale_1513>true;2023-04-04 09:44:35;?;0.0019494;0.03
e_checkMale_1544>true;2023-04-04 09:44:45;?;0.0022743;0.035
e_checkMale_1496>true;2023-04-04 09:45:06;?;0.0012996;0.02
e_checkMale_1758>true;2023-04-04 09:45:47;?;0.00201438;0.031
e_checkMale_1719>true;2023-04-04 09:45:58;?;0.00103968;0.016
e_checkMale_1412>true;2023-04-04 09:46:39;?;0.00175446;0.027
e_checkMale_1737>true;2023-04-04 09:46:50;?;0.00181944;0.028
e_checkMale_1430>true;2023-04-04 09:47:31;?;6.498E~05;0.001
e_checkMale_1739>true;2023-04-04 09:47:52;?;0.00103968;0.016
e_checkMale_1674>true;2023-04-04 09:48:03;?;0.00149454;0.023
e_checkMale_1798>true;2023-04-04 09:48:23;?;0.00077976;0.012
e_checkMale_1786>true;2023-04-04 09:49:16;?;0.00175446;0.027
e_checkMale_1782>true;2023-04-04 09:49:26;?;0.00201438;0.031
e_checkMale_1509>true;2023-04-04 09:49:48;?;0.00019494;0.003
e_checkMale_1423>true;2023-04-04 09:50:20;?;0.0012996;0.02
e_checkMale_1700>true;2023-04-04 09:50:30;?;0.0022743;0.035
e_checkMale_1634>true;2023-04-04 09:50:41;?;0.00103968;0.016
e_checkMale_1777>true;2023-04-04 09:51:02;?;0.00168948;0.026
e_checkMale_1681>true;2023-04-04 09:51:33;?;0.00149454;0.023
e_checkMale_1749>true;2023-04-04 09:51:44;?;0.00168948;0.026
e_checkMale_1617>true;2023-04-04 10:12:39;?;0.00155952;0.024
e_checkMale_1480>true;2023-04-04 10:13:00;?;0.00246924;0.038
e_checkMale_1708>true;2023-04-04 10:13:11;?;0.0016245;0.025
e_checkMale_1696>true;2023-04-04 10:13:21;?;0.00207936;0.032
e_checkMale_1688>true;2023-04-04 10:13:32;?;0.0009747;0.015
e_checkMale_1764>true;2023-04-04 10:13:53;?;0.00181944;0.028
e_checkMale_1610>true;2023-04-04 10:14:14;?;0.00038988;0.006
e_checkMale_1667>true;2023-04-04 10:14:24;?;0.00071478;0.011
e_checkMale_1740>true;2023-04-04 10:14:45;?;0.00084474;0.013
e_checkMale_1618>true;2023-04-04 10:15:05;?;0.0012996;0.02
e_checkMale_1995>true;2023-04-04 10:15:47;?;0.00123462;0.019
e_checkMale_1678>true;2023-04-04 10:16:08;?;0.00110466;0.017
e_checkMale_1687>true;2023-04-04 10:16:40;?;0.0012996;0.02
e_checkMale_1437>true;2023-04-04 10:17:12;?;0.0003249;0.005
e_checkMale_1702>true;2023-04-04 10:17:33;?;6.498E~05;0.001
e_checkMale_1666>true;2023-04-04 10:17:44;?;0.00142956;0.022
e_checkMale_1698>true;2023-04-04 10:17:54;?;0.00240426;0.037
e_checkMale_1732>true;2023-04-04 10:18:04;?;0.00155952;0.024
e_checkMale_1693>true;2023-04-04 10:18:15;?;0.00090972;0.014
e_checkMale_1714>true;2023-04-04 10:18:36;?;0.0012996;0.02
e_checkMale_1677>true;2023-04-04 10:19:39;?;0.00188442;0.029
e_checkMale_1694>true;2023-04-04 10:20:01;?;0.00038988;0.006
e_checkMale_1793>true;2023-04-04 10:20:11;?;0.00181944;0.028
e_checkMale_1944>true;2023-04-04 10:20:32;?;0.00116964;0.018
e_checkMale_1416>true;2023-04-04 10:21:03;?;0.00123462;0.019
e_checkMale_1549>true;2023-04-04 10:21:13;?;0.00181944;0.028
e_checkMale_1984>true;2023-04-04 10:21:45;?;0.00077976;0.012
e_checkMale_1795>true;2023-04-04 10:21:56;?;0.00168948;0.026
e_checkMale_1750>true;2023-04-04 10:22:17;?;0.00142956;0.022
e_checkMale_1715>true;2023-04-04 10:22:27;?;0.0019494;0.03
e_checkMale_1656>true;2023-04-04 10:22:59;?;0.00090972;0.014
e_checkMale_1625>true;2023-04-04 10:23:30;?;0.00038988;0.006
e_checkMale_1832>true;2023-04-04 10:24:01;?;0.00110466;0.017
e_checkMale_1707>true;2023-04-04 10:24:11;?;0.00110466;0.017
e_checkMale_1775>true;2023-04-04 10:24:21;?;0.00155952;0.024
e_checkMale_1959>true;2023-04-04 10:24:32;?;0.00071478;0.011
e_checkMale_1789>true;2023-04-04 10:24:43;?;0.0;0.0
e_checkMale_1826>true;2023-04-04 10:25:14;?;0.00058482;0.009
e_checkMale_1615>true;2023-04-04 10:25:35;?;0.0;0.0
e_checkMale_1642>true;2023-04-04 10:25:46;?;0.00090972;0.014
e_checkMale_1820>true;2023-04-04 10:25:56;?;0.00058482;0.009
e_checkMale_1643>true;2023-04-04 10:26:07;?;0.00136458;0.021
e_checkMale_1893>true;2023-04-04 10:26:49;?;0.00045486;0.007
e_checkMale_1686>true;2023-04-04 10:26:59;?;0.00207936;0.032
e_checkMale_1647>true;2023-04-04 10:27:30;?;0.00123462;0.019
e_checkMale_1931>true;2023-04-04 10:27:51;?;0.00103968;0.016
e_checkMale_1921>true;2023-04-04 10:28:32;?;0.0016245;0.025
e_checkMale_1961>true;2023-04-04 10:28:53;?;0.00175446;0.027
e_checkMale_1555>true;2023-04-04 10:29:25;?;0.00136458;0.021
e_checkMale_1900>true;2023-04-04 10:29:35;?;0.00077976;0.012
e_checkMale_1653>true;2023-04-04 10:29:56;?;0.00058482;0.009
e_checkMale_1738>true;2023-04-04 10:30:27;?;0.0016245;0.025
e_checkMale_1810>true;2023-04-04 10:30:47;?;0.0;0.0
e_checkMale_1882>true;2023-04-04 10:31:50;?;0.00045486;0.007
e_checkMale_1846>true;2023-04-04 10:32:10;?;0.00019494;0.003
e_checkMale_2003>true;2023-04-04 10:32:20;?;0.00051984;0.008
e_checkMale_1655>true;2023-04-04 10:33:13;?;0.00136458;0.021
e_checkMale_1662>true;2023-04-04 10:33:55;?;0.00207936;0.032
e_checkMale_1839>true;2023-04-04 10:34:16;?;0.00077976;0.012
e_checkMale_1722>true;2023-04-04 10:34:48;?;0.0012996;0.02
e_checkMale_1957>true;2023-04-04 10:34:58;?;0.00149454;0.023
e_checkMale_1751>true;2023-04-04 10:35:40;?;0.00123462;0.019
e_checkMale_1881>true;2023-04-04 10:36:10;?;0.00181944;0.028
e_checkMale_1905>true;2023-04-04 10:36:42;?;0.00025992;0.004
e_checkMale_1569>true;2023-04-04 10:37:02;?;0.00103968;0.016
e_checkMale_1759>true;2023-04-04 10:37:44;?;0.0006498;0.01
e_checkMale_1898>true;2023-04-04 10:38:06;?;0.00168948;0.026
e_checkMale_1658>true;2023-04-04 10:38:17;?;0.0016245;0.025
e_checkMale_1872>true;2023-04-04 10:38:48;?;0.00077976;0.012
e_checkMale_1860>true;2023-04-04 10:39:08;?;0.00207936;0.032
e_checkMale_1970>true;2023-04-04 11:01:41;?;0.00266418;0.041
e_checkMale_1910>true;2023-04-04 11:01:51;?;0.00012996;0.002
e_checkMale_2002>true;2023-04-04 11:02:01;?;0.00077976;0.012
e_checkMale_1971>true;2023-04-04 11:02:11;?;0.00071478;0.011
e_checkMale_1865>true;2023-04-04 11:02:22;?;0.0;0.0
e_checkMale_1967>true;2023-04-04 11:02:42;?;0.00103968;0.016
e_checkMale_1902>true;2023-04-04 11:02:53;?;0.00090972;0.014
e_checkMale_1651>true;2023-04-04 11:03:24;?;0.00103968;0.016
e_checkMale_1817>true;2023-04-04 11:03:35;?;0.00084474;0.013
e_checkMale_1866>true;2023-04-04 11:03:55;?;0.00168948;0.026
e_checkMale_1729>true;2023-04-04 11:04:16;?;0.0009747;0.015
e_checkMale_1874>true;2023-04-04 11:04:57;?;0.00058482;0.009
e_checkMale_1958>true;2023-04-04 11:05:18;?;0.0012996;0.02
e_checkMale_1946>true;2023-04-04 11:05:29;?;0.00266418;0.041
e_checkMale_1527>true;2023-04-04 11:05:50;?;0.0016245;0.025
e_checkMale_1950>true;2023-04-04 11:06:00;?;0.00155952;0.024
e_checkMale_1690>true;2023-04-04 11:06:10;?;0.00155952;0.024
e_checkMale_1901>true;2023-04-04 11:06:21;?;0.0;0.0
e_checkMale_1853>true;2023-04-04 11:06:41;?;0.0012996;0.02
e_checkMale_1856>true;2023-04-04 11:07:34;?;0.00220932;0.034
e_checkMale_2180>true;2023-04-04 11:07:44;?;0.00149454;0.023
e_checkMale_2055>true;2023-04-04 11:07:55;?;0.00142956;0.022
e_checkMale_1742>true;2023-04-04 11:08:05;?;0.0016245;0.025
e_checkMale_2133>true;2023-04-04 11:08:15;?;0.00084474;0.013
e_checkMale_1936>true;2023-04-04 11:08:36;?;0.0019494;0.03
e_checkMale_1679>true;2023-04-04 11:09:06;?;0.00116964;0.018
e_checkMale_1986>true;2023-04-04 11:09:17;?;0.00149454;0.023
e_checkMale_1924>true;2023-04-04 11:09:27;?;0.00233928;0.036
e_checkMale_1911>true;2023-04-04 11:09:38;?;0.00149454;0.023
e_checkMale_1784>true;2023-04-04 11:09:48;?;0.0009747;0.015
e_checkMale_1969>true;2023-04-04 11:10:09;?;0.00103968;0.016
e_checkMale_1783>true;2023-04-04 11:10:20;?;0.00123462;0.019
e_checkMale_2007>true;2023-04-04 11:10:30;?;0.0006498;0.01
e_checkMale_2156>true;2023-04-04 11:10:41;?;0.00110466;0.017
e_checkMale_1841>true;2023-04-04 11:11:02;?;0.00201438;0.031
e_checkMale_1645>true;2023-04-04 11:11:13;?;0.0009747;0.015
e_checkMale_1992>true;2023-04-04 11:11:23;?;0.00025992;0.004
e_checkMale_1863>true;2023-04-04 11:11:55;?;0.00207936;0.032
e_checkMale_1766>true;2023-04-04 11:12:05;?;0.00246924;0.038
e_checkMale_1743>true;2023-04-04 11:13:19;?;0.00175446;0.027
e_checkMale_2045>true;2023-04-04 11:13:29;?;0.00155952;0.024
e_checkMale_1925>true;2023-04-04 11:14:00;?;0.0003249;0.005
e_checkMale_1444>true;2023-04-04 11:14:11;?;0.0006498;0.01
e_checkMale_2005>true;2023-04-04 11:14:42;?;0.00116964;0.018
e_checkMale_2043>true;2023-04-04 11:14:52;?;0.0;0.0
e_checkMale_1734>true;2023-04-04 11:15:14;?;0.00181944;0.028
e_checkMale_1673>true;2023-04-04 11:15:24;?;0.00116964;0.018
e_checkMale_2151>true;2023-04-04 11:15:45;?;0.00168948;0.026
e_checkMale_1869>false;2023-04-04 11:16:06;?;0.00090972;0.014
e_checkMale_2210>true;2023-04-04 11:16:17;?;0.00077976;0.012
e_checkMale_1928>true;2023-04-04 11:16:38;?;0.00201438;0.031
e_checkMale_2088>true;2023-04-04 11:16:48;?;0.00077976;0.012
e_checkMale_2117>true;2023-04-04 11:17:10;?;0.00103968;0.016
e_checkMale_1779>true;2023-04-04 11:17:20;?;0.00084474;0.013
e_checkMale_1757>true;2023-04-04 11:17:41;?;0.00038988;0.006
e_checkMale_2119>true;2023-04-04 11:18:02;?;0.00103968;0.016
e_checkMale_1849>true;2023-04-04 11:18:12;?;0.00220932;0.034
e_checkMale_2059>true;2023-04-04 11:18:23;?;0.00123462;0.019
e_checkMale_1864>true;2023-04-04 11:18:33;?;0.00201438;0.031
e_checkMale_2145>true;2023-04-04 11:18:43;?;0.00175446;0.027
e_checkMale_2202>true;2023-04-04 11:19:03;?;0.0012996;0.02
e_checkMale_2160>true;2023-04-04 11:19:34;?;0.00103968;0.016
e_checkMale_1960>true;2023-04-04 11:19:45;?;0.00149454;0.023
e_checkMale_1983>true;2023-04-04 11:20:06;?;0.0012996;0.02
e_checkMale_1837>true;2023-04-04 11:20:16;?;0.00071478;0.011
e_checkMale_2123>true;2023-04-04 11:20:27;?;0.00116964;0.018
e_checkMale_1979>true;2023-04-04 11:20:38;?;0.00214434;0.033
e_checkMale_1904>true;2023-04-04 11:22:12;?;0.00149454;0.023
e_checkMale_2078>true;2023-04-04 11:22:33;?;0.00168948;0.026
e_checkMale_2075>true;2023-04-04 11:22:44;?;0.00155952;0.024
e_checkMale_1652>true;2023-04-04 11:22:54;?;0.00090972;0.014
e_checkMale_1952>true;2023-04-04 11:23:15;?;0.0012996;0.02
e_checkMale_1728>true;2023-04-04 11:23:26;?;0.00207936;0.032
e_checkMale_1778>true;2023-04-04 11:23:36;?;0.00233928;0.036
e_checkMale_2054>true;2023-04-04 11:23:46;?;0.00207936;0.032
e_checkMale_2146>true;2023-04-04 11:23:56;?;0.00201438;0.031
e_checkMale_2009>true;2023-04-04 11:24:07;?;0.0016245;0.025
e_checkMale_2046>true;2023-04-04 11:25:41;?;0.00084474;0.013
e_checkMale_2051>true;2023-04-04 11:26:02;?;0.00201438;0.031
e_checkMale_2178>true;2023-04-04 11:26:24;?;0.00110466;0.017
e_checkMale_2144>true;2023-04-04 11:26:34;?;0.00149454;0.023
e_checkMale_2173>true;2023-04-04 11:27:27;?;0.00136458;0.021
e_checkMale_2193>true;2023-04-04 11:48:19;?;0.00181944;0.028
e_checkMale_2063>true;2023-04-04 11:48:29;?;0.0012996;0.02
e_checkMale_2184>true;2023-04-04 11:49:01;?;0.0019494;0.03
e_checkMale_2183>true;2023-04-04 11:49:11;?;0.00025992;0.004
e_checkMale_2030>true;2023-04-04 11:49:32;?;0.00175446;0.027
e_checkMale_1797>true;2023-04-04 11:50:03;?;0.00246924;0.038
e_checkMale_1811>true;2023-04-04 11:50:14;?;0.00168948;0.026
e_checkMale_2372>true;2023-04-04 11:50:24;?;0.00168948;0.026
e_checkMale_2090>true;2023-04-04 11:50:55;?;0.00084474;0.013
e_checkMale_2095>true;2023-04-04 11:51:16;?;0.00149454;0.023
e_checkMale_1907>true;2023-04-04 11:51:26;?;0.00168948;0.026
e_checkMale_2135>true;2023-04-04 11:51:37;?;0.00155952;0.024
e_checkMale_2154>true;2023-04-04 11:51:47;?;0.0003249;0.005
e_checkMale_2203>true;2023-04-04 11:51:57;?;0.00012996;0.002
e_checkMale_2077>true;2023-04-04 11:52:08;?;0.00045486;0.007
e_checkMale_1838>true;2023-04-04 11:52:39;?;0.00116964;0.018
e_checkMale_2000>true;2023-04-04 11:52:49;?;0.00045486;0.007
e_checkMale_2019>true;2023-04-04 11:53:11;?;0.00279414;0.043
e_checkMale_1842>true;2023-04-04 11:53:21;?;0.00045486;0.007
e_checkMale_2017>true;2023-04-04 11:53:42;?;0.00142956;0.022
e_checkMale_1909>true;2023-04-04 11:54:03;?;0.00220932;0.034
e_checkMale_2157>true;2023-04-04 11:54:13;?;0.00116964;0.018
e_checkMale_2134>true;2023-04-04 11:54:24;?;0.00142956;0.022
e_checkMale_2100>true;2023-04-04 11:54:34;?;0.00175446;0.027
e_checkMale_1883>true;2023-04-04 11:54:45;?;0.00071478;0.011
e_checkMale_2185>true;2023-04-04 11:55:06;?;0.00051984;0.008
e_checkMale_1840>true;2023-04-04 11:55:37;?;0.00110466;0.017
e_checkMale_2170>true;2023-04-04 11:55:59;?;0.0006498;0.01
e_checkMale_1762>true;2023-04-04 11:56:09;?;0.00103968;0.016
e_checkMale_2073>true;2023-04-04 11:57:11;?;0.0006498;0.01
e_checkMale_1844>true;2023-04-04 11:58:03;?;0.00103968;0.016
e_checkMale_2245>true;2023-04-04 11:58:24;?;0.00136458;0.021
e_checkMale_2107>true;2023-04-04 11:58:34;?;0.00116964;0.018
e_checkMale_1951>true;2023-04-04 11:59:26;?;0.00051984;0.008
e_checkMale_2096>true;2023-04-04 11:59:36;?;0.00025992;0.004
e_checkMale_2176>true;2023-04-04 11:59:47;?;0.0019494;0.03
e_checkMale_2257>true;2023-04-04 13:22:03;?;0.00201438;0.031
e_checkMale_2368>true;2023-04-04 13:42:58;?;0.00155952;0.024
e_checkMale_2147>true;2023-04-04 13:43:08;?;0.0009747;0.015
e_checkMale_2479>true;2023-04-04 13:43:19;?;0.00175446;0.027
e_checkMale_2275>true;2023-04-04 13:43:40;?;0.00123462;0.019
e_checkMale_2270>true;2023-04-04 13:44:12;?;0.00123462;0.019
e_checkMale_2062>true;2023-04-04 13:45:04;?;0.00136458;0.021
e_checkMale_2381>true;2023-04-04 13:45:15;?;0.00103968;0.016
e_checkMale_2206>true;2023-04-04 13:45:36;?;0.00181944;0.028
e_checkMale_2565>true;2023-04-04 13:45:47;?;0.00188442;0.029
e_checkMale_2428>true;2023-04-04 13:46:08;?;0.00168948;0.026
e_checkMale_2148>true;2023-04-04 13:46:29;?;0.00123462;0.019
e_checkMale_2258>true;2023-04-04 13:46:50;?;0.00051984;0.008
e_checkMale_2505>true;2023-04-04 13:47:01;?;0.00136458;0.021
e_checkMale_2118>true;2023-04-04 13:47:11;?;0.00090972;0.014
e_checkMale_2475>true;2023-04-04 13:47:22;?;0.00188442;0.029
e_checkMale_2034>true;2023-04-04 13:47:33;?;0.0016245;0.025
e_checkMale_2660>true;2023-04-04 13:47:43;?;0.00175446;0.027
e_checkMale_2544>true;2023-04-04 13:48:04;?;0.00019494;0.003
e_checkMale_2457>true;2023-04-04 13:48:14;?;0.00077976;0.012
e_checkMale_2235>true;2023-04-04 13:48:35;?;0.00058482;0.009
e_checkMale_2260>true;2023-04-04 13:49:06;?;0.0;0.0
e_checkMale_2352>true;2023-04-04 13:49:37;?;0.0;0.0
e_checkMale_2429>true;2023-04-04 13:49:48;?;0.00168948;0.026
e_checkMale_1870>true;2023-04-04 13:50:09;?;0.00155952;0.024
e_checkMale_1988>true;2023-04-04 13:50:30;?;0.00116964;0.018
e_checkMale_1657>true;2023-04-04 13:50:40;?;0.00181944;0.028
e_checkMale_2446>true;2023-04-04 13:51:01;?;0.00116964;0.018
e_checkMale_2295>true;2023-04-04 13:51:11;?;0.00051984;0.008
e_checkMale_2439>true;2023-04-04 13:51:22;?;0.00019494;0.003
e_checkMale_2108>true;2023-04-04 13:51:32;?;0.0;0.0
e_checkMale_2143>true;2023-04-04 13:52:14;?;0.00168948;0.026
e_checkMale_1915>true;2023-04-04 13:52:46;?;0.00071478;0.011
e_checkMale_2743>true;2023-04-04 13:53:07;?;0.00272916;0.042
e_checkMale_2204>true;2023-04-04 13:53:17;?;0.00207936;0.032
e_checkMale_2331>true;2023-04-04 13:53:27;?;0.00175446;0.027
e_checkMale_2388>true;2023-04-04 13:53:38;?;0.00149454;0.023
e_checkMale_2309>true;2023-04-04 13:54:20;?;0.00155952;0.024
e_checkMale_2531>true;2023-04-04 13:54:31;?;0.0;0.0
e_checkMale_2524>true;2023-04-04 13:55:12;?;0.00038988;0.006
e_checkMale_2207>true;2023-04-04 13:55:44;?;0.00071478;0.011
e_checkMale_2194>true;2023-04-04 13:56:04;?;0.00090972;0.014
e_checkMale_2323>true;2023-04-04 13:56:14;?;0.00149454;0.023
e_checkMale_2609>true;2023-04-04 13:56:25;?;0.00103968;0.016
e_checkMale_1821>true;2023-04-04 13:56:36;?;0.00149454;0.023
e_checkMale_2883>true;2023-04-04 13:56:57;?;0.00038988;0.006
e_checkMale_1938>true;2023-04-04 13:57:17;?;0.00214434;0.033
e_checkMale_1753>true;2023-04-04 13:57:38;?;0.0012996;0.02
e_checkMale_1815>true;2023-04-04 13:57:48;?;0.00149454;0.023
e_checkMale_2320>true;2023-04-04 13:58:30;?;0.00175446;0.027
e_checkMale_2395>true;2023-04-04 13:59:01;?;0.00116964;0.018
e_checkMale_1947>true;2023-04-04 13:59:11;?;0.00155952;0.024
e_checkMale_2065>true;2023-04-04 13:59:22;?;0.00175446;0.027
e_checkMale_2511>true;2023-04-04 13:59:43;?;0.00136458;0.021
e_checkMale_2426>true;2023-04-04 14:00:04;?;0.00136458;0.021
e_checkMale_1813>true;2023-04-04 14:00:25;?;0.0;0.0
e_checkMale_2595>true;2023-04-04 14:00:36;?;0.00038988;0.006
e_checkMale_2407>true;2023-04-04 14:01:18;?;0.00168948;0.026
e_checkMale_2013>true;2023-04-04 14:02:10;?;0.00025992;0.004
e_checkMale_2343>true;2023-04-04 14:02:32;?;0.00110466;0.017
e_checkMale_2328>true;2023-04-04 14:03:03;?;0.0;0.0
e_checkMale_1850>true;2023-04-04 14:03:24;?;0.00058482;0.009
e_checkMale_2774>true;2023-04-04 14:03:34;?;0.00116964;0.018
e_checkMale_2232>true;2023-04-04 14:04:06;?;0.0019494;0.03
e_checkMale_2867>true;2023-04-04 14:04:38;?;0.00272916;0.042
e_checkMale_2408>true;2023-04-04 14:04:48;?;0.00175446;0.027
e_checkMale_2218>true;2023-04-04 14:05:19;?;0.00136458;0.021
e_checkMale_2718>true;2023-04-04 14:05:29;?;0.00149454;0.023
e_checkMale_2237>true;2023-04-04 14:06:01;?;0.00058482;0.009
e_checkMale_2276>true;2023-04-04 14:06:12;?;0.00123462;0.019
e_checkMale_2593>true;2023-04-04 14:07:04;?;0.0016245;0.025
e_checkMale_2504>true;2023-04-04 14:07:24;?;0.00175446;0.027
e_checkMale_2298>true;2023-04-04 14:07:35;?;0.00058482;0.009
e_checkMale_2826>true;2023-04-04 14:07:46;?;0.00123462;0.019
e_checkMale_2492>true;2023-04-04 14:07:56;?;0.00188442;0.029
e_checkMale_2403>true;2023-04-04 14:08:39;?;0.00188442;0.029
e_checkMale_2585>true;2023-04-04 14:08:49;?;0.00090972;0.014
e_checkMale_2192>true;2023-04-04 14:09:10;?;0.0003249;0.005
e_checkMale_2866>true;2023-04-04 14:09:21;?;0.00071478;0.011
e_checkMale_2444>true;2023-04-04 14:09:41;?;0.0016245;0.025
e_checkMale_2215>true;2023-04-04 14:09:52;?;0.00149454;0.023
e_checkMale_2614>true;2023-04-04 14:10:03;?;0.0012996;0.02
e_checkMale_2356>true;2023-04-04 14:10:24;?;0.00116964;0.018
e_checkMale_2626>true;2023-04-04 14:10:35;?;0.00175446;0.027
e_checkMale_2028>true;2023-04-04 14:10:45;?;0.00142956;0.022
e_checkMale_2025>true;2023-04-04 14:10:56;?;0.00051984;0.008
e_checkMale_2533>true;2023-04-04 14:11:06;?;0.0019494;0.03
e_checkMale_2246>true;2023-04-04 14:11:27;?;0.0016245;0.025
e_checkMale_1887>true;2023-04-04 14:11:37;?;0.0009747;0.015
e_checkMale_2116>true;2023-04-04 14:11:48;?;0.00240426;0.037
e_checkMale_2790>true;2023-04-04 14:12:19;?;0.0022743;0.035
e_checkMale_2501>true;2023-04-04 14:12:29;?;0.00175446;0.027
e_checkMale_2430>true;2023-04-04 14:12:50;?;0.00136458;0.021
e_checkMale_2113>true;2023-04-04 14:13:22;?;0.00175446;0.027
e_checkMale_2670>true;2023-04-04 14:13:43;?;0.0019494;0.03
e_checkMale_2358>true;2023-04-04 14:14:14;?;0.0;0.0
e_checkMale_2500>true;2023-04-04 14:14:25;?;0.00253422;0.039
e_checkMale_2802>true;2023-04-04 14:14:35;?;0.0022743;0.035
e_checkMale_2493>true;2023-04-04 14:14:46;?;0.00077976;0.012
e_checkMale_2196>true;2023-04-04 14:15:57;?;0.00168948;0.026
e_checkMale_2221>true;2023-04-04 14:16:09;?;0.0012996;0.02
e_checkMale_2454>true;2023-04-04 14:16:29;?;0.0012996;0.02
e_checkMale_2335>true;2023-04-04 14:16:50;?;0.0009747;0.015
e_checkMale_2228>true;2023-04-04 14:17:11;?;0.00181944;0.028
e_checkMale_2561>true;2023-04-04 14:17:21;?;0.00188442;0.029
e_checkMale_2301>true;2023-04-04 14:17:31;?;0.00123462;0.019
e_checkMale_2337>true;2023-04-04 14:17:42;?;0.0016245;0.025
e_checkMale_2240>true;2023-04-04 14:18:13;?;0.0;0.0
e_checkMale_2592>true;2023-04-04 14:18:23;?;0.00149454;0.023
e_checkMale_2464>true;2023-04-04 14:18:34;?;0.00071478;0.011
e_checkMale_1632>true;2023-04-04 14:18:44;?;0.0009747;0.015
e_checkMale_2041>true;2023-04-04 14:19:06;?;0.0009747;0.015
e_checkMale_2306>true;2023-04-04 14:19:47;?;0.0012996;0.02
e_checkMale_2029>true;2023-04-04 14:19:57;?;0.00220932;0.034
e_checkMale_2142>true;2023-04-04 14:20:08;?;0.00045486;0.007
e_checkMale_2707>true;2023-04-04 14:20:18;?;0.00084474;0.013
e_checkMale_2296>true;2023-04-04 14:20:29;?;0.00181944;0.028
e_checkMale_1966>true;2023-04-04 14:20:40;?;0.0012996;0.02
e_checkMale_2650>true;2023-04-04 14:21:32;?;0.0019494;0.03
e_checkMale_2052>true;2023-04-04 14:21:43;?;0.00071478;0.011
e_checkMale_2641>true;2023-04-04 14:21:53;?;0.00214434;0.033
e_checkMale_2363>true;2023-04-04 14:22:14;?;0.00090972;0.014
e_checkMale_2392>true;2023-04-04 14:22:25;?;0.00123462;0.019
e_checkMale_2310>true;2023-04-04 14:23:07;?;0.00045486;0.007
e_checkMale_2391>true;2023-04-04 14:23:17;?;0.0;0.0
e_checkMale_2557>true;2023-04-04 14:24:08;?;0.00084474;0.013
