ocel_id;ocel_time;p_duration[s];s_co2e[kg];i_compressed-air[m3]
e_checkMale_677>true;2023-04-03 14:19:15;?;0.00214434;0.033
e_checkMale_1298>true;2023-04-03 14:19:26;?;0.00136458;0.021
e_checkMale_793>true;2023-04-03 14:19:56;?;0.00201438;0.031
e_checkMale_1033>true;2023-04-03 14:20:17;?;0.00142956;0.022
e_checkMale_1125>true;2023-04-03 14:20:48;?;0.00246924;0.038
e_checkMale_388>true;2023-04-03 14:20:59;?;0.00188442;0.029
e_checkMale_814>true;2023-04-03 14:21:31;?;0.00110466;0.017
e_checkMale_1333>true;2023-04-03 14:21:51;?;0.00149454;0.023
e_checkMale_1160>true;2023-04-03 14:22:12;?;0.00201438;0.031
e_checkMale_1306>true;2023-04-03 14:22:22;?;0.00175446;0.027
e_checkMale_981>true;2023-04-03 14:22:32;?;0.0006498;0.01
e_checkMale_1402>true;2023-04-03 14:22:43;?;0.00149454;0.023
e_checkMale_259>true;2023-04-03 14:22:53;?;0.00051984;0.008
e_checkMale_691>true;2023-04-03 14:23:03;?;0.0012996;0.02
e_checkMale_807>true;2023-04-03 14:23:14;?;0.00077976;0.012
e_checkMale_731>true;2023-04-03 14:23:24;?;0.00214434;0.033
e_checkMale_678>true;2023-04-03 14:23:35;?;0.00071478;0.011
e_checkMale_879>true;2023-04-03 14:24:17;?;0.00051984;0.008
e_checkMale_1039>true;2023-04-03 14:24:27;?;0.00142956;0.022
e_checkMale_852>true;2023-04-03 14:26:02;?;0.00168948;0.026
e_checkMale_1299>true;2023-04-03 14:26:43;?;0.0006498;0.01
e_checkMale_1161>true;2023-04-03 14:27:04;?;0.00116964;0.018
e_checkMale_854>true;2023-04-03 14:27:56;?;0.00116964;0.018
e_checkMale_1144>true;2023-04-03 14:28:38;?;0.00038988;0.006
e_checkMale_1210>true;2023-04-03 14:29:09;?;0.00058482;0.009
e_checkMale_1199>true;2023-04-03 14:29:20;?;0.00058482;0.009
e_checkMale_1174>true;2023-04-03 14:29:30;?;0.00188442;0.029
e_checkMale_895>true;2023-04-03 14:29:40;?;0.00110466;0.017
e_checkMale_1260>true;2023-04-03 14:29:51;?;0.0012996;0.02
e_checkMale_339>true;2023-04-03 14:30:12;?;0.00012996;0.002
e_checkMale_491>true;2023-04-03 14:30:55;?;0.00038988;0.006
e_checkMale_1173>true;2023-04-03 14:31:05;?;0.00168948;0.026
e_checkMale_1240>true;2023-04-03 14:31:16;?;0.0019494;0.03
e_checkMale_554>true;2023-04-03 14:31:27;?;0.00266418;0.041
e_checkMale_1313>true;2023-04-03 14:31:57;?;0.00025992;0.004
e_checkMale_1108>true;2023-04-03 14:32:08;?;0.0009747;0.015
e_checkMale_733>true;2023-04-03 14:32:19;?;0.0;0.0
e_checkMale_1078>true;2023-04-03 14:32:40;?;0.00051984;0.008
e_checkMale_614>true;2023-04-03 14:32:50;?;0.0003249;0.005
e_checkMale_637>true;2023-04-03 14:33:21;?;0.0006498;0.01
e_checkMale_1252>true;2023-04-03 14:33:32;?;0.0003249;0.005
e_checkMale_1040>true;2023-04-03 14:33:43;?;0.00019494;0.003
e_checkMale_1201>true;2023-04-03 14:33:54;?;0.00123462;0.019
e_checkMale_1026>true;2023-04-03 14:34:26;?;0.00071478;0.011
e_checkMale_1261>true;2023-04-03 14:35:08;?;0.00051984;0.008
e_checkMale_1293>true;2023-04-03 14:35:28;?;0.00168948;0.026
e_checkMale_1206>true;2023-04-03 14:35:49;?;0.00071478;0.011
e_checkMale_1380>true;2023-04-03 14:36:20;?;0.00058482;0.009
e_checkMale_1223>true;2023-04-03 14:36:42;?;0.00090972;0.014
e_checkMale_969>true;2023-04-03 14:36:52;?;0.00045486;0.007
e_checkMale_1310>true;2023-04-03 14:37:02;?;0.00077976;0.012
e_checkMale_986>true;2023-04-03 14:37:13;?;0.00168948;0.026
e_checkMale_957>true;2023-04-03 14:37:44;?;0.00175446;0.027
e_checkMale_1212>true;2023-04-03 14:38:15;?;0.00201438;0.031
e_checkMale_1197>true;2023-04-03 14:38:26;?;0.00110466;0.017
e_checkMale_1010>true;2023-04-03 14:38:58;?;0.0022743;0.035
e_checkMale_1243>true;2023-04-03 14:39:29;?;0.0022743;0.035
e_checkMale_812>true;2023-04-03 14:39:49;?;0.0006498;0.01
e_checkMale_1136>true;2023-04-03 14:40:10;?;0.0006498;0.01
e_checkMale_708>true;2023-04-03 14:40:20;?;0.00058482;0.009
e_checkMale_1122>true;2023-04-03 14:40:30;?;0.0025992;0.04
e_checkMale_1355>true;2023-04-03 14:40:51;?;0.00123462;0.019
e_checkMale_1403>true;2023-04-03 14:41:01;?;0.00136458;0.021
e_checkMale_1008>true;2023-04-03 14:41:12;?;0.0016245;0.025
e_checkMale_1003>true;2023-04-03 14:41:33;?;0.00071478;0.011
e_checkMale_651>true;2023-04-03 14:41:44;?;0.0009747;0.015
e_checkMale_1287>true;2023-04-03 14:41:54;?;0.00071478;0.011
e_checkMale_675>true;2023-04-03 14:42:05;?;0.00077976;0.012
e_checkMale_890>true;2023-04-03 14:42:15;?;0.00220932;0.034
e_checkMale_625>true;2023-04-03 14:42:57;?;0.00071478;0.011
e_checkMale_1102>true;2023-04-03 14:43:39;?;0.00116964;0.018
e_checkMale_1226>true;2023-04-03 14:44:00;?;0.00058482;0.009
e_checkMale_406>true;2023-04-03 14:44:31;?;0.0012996;0.02
e_checkMale_1202>true;2023-04-03 14:44:41;?;0.00123462;0.019
e_checkMale_752>true;2023-04-03 14:44:52;?;0.00253422;0.039
e_checkMale_1383>true;2023-04-03 14:45:02;?;0.00155952;0.024
e_checkMale_642>true;2023-04-03 14:45:13;?;0.0016245;0.025
e_checkMale_1082>true;2023-04-03 14:45:44;?;0.00077976;0.012
e_checkMale_617>true;2023-04-03 14:45:55;?;0.00214434;0.033
e_checkMale_1109>true;2023-04-03 14:46:06;?;0.00175446;0.027
e_checkMale_1220>true;2023-04-03 14:46:16;?;0.00038988;0.006
e_checkMale_679>true;2023-04-03 14:46:48;?;0.0006498;0.01
e_checkMale_980>true;2023-04-03 14:47:08;?;0.0003249;0.005
e_checkMale_1021>true;2023-04-03 14:47:18;?;0.00058482;0.009
e_checkMale_962>true;2023-04-03 14:48:21;?;0.0019494;0.03
e_checkMale_1023>true;2023-04-03 14:49:04;?;0.00155952;0.024
e_checkMale_1128>true;2023-04-03 14:49:14;?;0.00071478;0.011
e_checkMale_546>true;2023-04-03 14:49:25;?;0.00103968;0.016
e_checkMale_1099>true;2023-04-03 14:50:07;?;0.00155952;0.024
e_checkMale_1093>true;2023-04-03 14:50:49;?;0.00019494;0.003
e_checkMale_644>true;2023-04-03 14:51:21;?;0.00207936;0.032
e_checkMale_1011>true;2023-04-03 14:51:42;?;0.00168948;0.026
e_checkMale_1029>true;2023-04-03 14:52:03;?;0.00214434;0.033
e_checkMale_1264>true;2023-04-03 14:52:23;?;0.00149454;0.023
e_checkMale_727>true;2023-04-03 14:52:34;?;0.0006498;0.01
e_checkMale_906>true;2023-04-03 14:52:45;?;0.00012996;0.002
e_checkMale_593>true;2023-04-03 14:53:06;?;0.00038988;0.006
e_checkMale_1370>true;2023-04-03 14:53:17;?;0.00168948;0.026
e_checkMale_441>true;2023-04-03 14:53:37;?;0.00214434;0.033
e_checkMale_946>true;2023-04-03 14:53:58;?;0.00058482;0.009
e_checkMale_652>true;2023-04-03 14:54:29;?;0.0016245;0.025
e_checkMale_608>true;2023-04-03 14:54:40;?;0.00207936;0.032
e_checkMale_1394>true;2023-04-03 14:55:00;?;0.00077976;0.012
e_checkMale_1387>true;2023-04-03 14:55:22;?;0.00012996;0.002
e_checkMale_712>true;2023-04-03 14:55:32;?;0.00090972;0.014
e_checkMale_822>true;2023-04-03 14:55:42;?;0.00136458;0.021
e_checkMale_1054>true;2023-04-03 14:55:54;?;0.00123462;0.019
e_checkMale_836>true;2023-04-03 14:56:15;?;0.00051984;0.008
e_checkMale_704>true;2023-04-03 14:56:26;?;0.00103968;0.016
e_checkMale_1159>true;2023-04-03 14:56:36;?;0.00084474;0.013
e_checkMale_703>true;2023-04-03 14:56:46;?;0.00214434;0.033
e_checkMale_236>true;2023-04-03 14:56:57;?;0.00155952;0.024
e_checkMale_952>true;2023-04-03 14:57:07;?;0.00123462;0.019
e_checkMale_1362>true;2023-04-03 14:57:39;?;0.00038988;0.006
e_checkMale_1215>true;2023-04-03 14:57:49;?;6.498E~05;0.001
e_checkMale_718>true;2023-04-03 14:58:09;?;0.00233928;0.036
e_checkMale_1164>true;2023-04-03 14:58:42;?;0.00012996;0.002
e_checkMale_911>true;2023-04-03 14:58:52;?;0.00136458;0.021
e_checkMale_1158>true;2023-04-03 14:59:03;?;0.0009747;0.015
e_checkMale_606>true;2023-04-03 14:59:13;?;0.00142956;0.022
e_checkMale_859>true;2023-04-03 14:59:44;?;0.00220932;0.034
e_checkMale_1153>true;2023-04-03 15:00:47;?;0.00207936;0.032
e_checkMale_1038>true;2023-04-03 15:00:58;?;0.00071478;0.011
e_checkMale_687>true;2023-04-03 15:01:08;?;0.00240426;0.037
e_checkMale_1071>true;2023-04-03 15:01:29;?;0.00155952;0.024
e_checkMale_1397>false;2023-04-03 15:02:10;?;0.00077976;0.012
e_checkMale_584>true;2023-04-03 15:02:30;?;0.00077976;0.012
e_checkMale_624>true;2023-04-03 15:02:41;?;0.00175446;0.027
e_checkMale_915>true;2023-04-03 15:03:02;?;0.0022743;0.035
e_checkMale_886>true;2023-04-03 15:03:12;?;0.0003249;0.005
e_checkMale_984>true;2023-04-03 15:03:34;?;0.00084474;0.013
e_checkMale_658>true;2023-04-03 15:03:55;?;0.0;0.0
e_checkMale_1279>true;2023-04-03 15:04:16;?;0.00175446;0.027
e_checkMale_871>true;2023-04-03 15:04:59;?;0.00058482;0.009
e_checkMale_809>true;2023-04-03 15:06:01;?;0.00071478;0.011
e_checkMale_1176>true;2023-04-03 15:06:12;?;0.00084474;0.013
e_checkMale_591>true;2023-04-03 15:06:52;?;0.00051984;0.008
e_checkMale_1386>true;2023-04-03 15:07:13;?;0.00149454;0.023
e_checkMale_661>true;2023-04-03 15:07:24;?;0.00077976;0.012
e_checkMale_1242>true;2023-04-03 15:07:45;?;0.00175446;0.027
e_checkMale_1055>true;2023-04-03 15:08:05;?;6.498E~05;0.001
e_checkMale_936>true;2023-04-03 15:08:16;?;0.00149454;0.023
e_checkMale_1289>true;2023-04-03 15:09:08;?;0.00103968;0.016
e_checkMale_1244>true;2023-04-03 15:09:49;?;0.0009747;0.015
e_checkMale_1393>true;2023-04-03 15:10:00;?;0.00136458;0.021
e_checkMale_476>true;2023-04-03 15:10:10;?;0.00149454;0.023
e_checkMale_433>true;2023-04-03 15:10:31;?;0.00084474;0.013
e_checkMale_834>true;2023-04-03 15:10:52;?;0.0019494;0.03
e_checkMale_1322>true;2023-04-03 15:11:34;?;0.00136458;0.021
e_checkMale_815>true;2023-04-03 15:11:54;?;0.00123462;0.019
e_checkMale_1103>true;2023-04-03 15:12:15;?;0.0016245;0.025
e_checkMale_988>true;2023-04-03 15:12:25;?;0.00116964;0.018
e_checkMale_914>true;2023-04-03 15:12:46;?;0.00045486;0.007
e_checkMale_1113>true;2023-04-03 15:13:07;?;0.0012996;0.02
e_checkMale_932>true;2023-04-03 15:13:17;?;0.00071478;0.011
e_checkMale_427>true;2023-04-03 15:13:58;?;0.00175446;0.027
e_checkMale_862>true;2023-04-03 15:14:19;?;0.00188442;0.029
e_checkMale_1110>true;2023-04-03 15:14:40;?;0.00090972;0.014
e_checkMale_555>true;2023-04-03 15:14:50;?;0.00181944;0.028
e_checkMale_519>true;2023-04-03 15:15:01;?;0.0016245;0.025
e_checkMale_1273>true;2023-04-03 15:15:11;?;0.00051984;0.008
e_checkMale_745>true;2023-04-03 15:15:32;?;0.00214434;0.033
e_checkMale_680>true;2023-04-03 15:15:43;?;0.00149454;0.023
e_checkMale_403>true;2023-04-03 15:16:03;?;0.00214434;0.033
e_checkMale_943>true;2023-04-03 15:16:13;?;0.00025992;0.004
e_checkMale_828>true;2023-04-03 15:16:34;?;0.00103968;0.016
e_checkMale_1288>true;2023-04-03 15:16:45;?;0.00175446;0.027
e_checkMale_920>true;2023-04-03 15:17:06;?;0.00071478;0.011
e_checkMale_1221>true;2023-04-03 15:17:37;?;0.00142956;0.022
e_checkMale_697>true;2023-04-03 15:17:47;?;0.00084474;0.013
e_checkMale_1265>true;2023-04-03 15:18:19;?;0.00103968;0.016
e_checkMale_774>true;2023-04-03 15:18:39;?;0.00181944;0.028
e_checkMale_1314>true;2023-04-03 15:18:50;?;0.00019494;0.003
e_checkMale_1063>true;2023-04-03 15:19:10;?;6.498E~05;0.001
e_checkMale_1391>true;2023-04-03 15:19:21;?;0.00103968;0.016
e_checkMale_1214>true;2023-04-03 15:20:13;?;0.00051984;0.008
e_checkMale_758>true;2023-04-03 15:20:56;?;0.00045486;0.007
e_checkMale_1032>true;2023-04-03 15:21:07;?;0.00045486;0.007
e_checkMale_1156>true;2023-04-03 15:21:17;?;0.00201438;0.031
e_checkMale_1237>true;2023-04-03 15:21:38;?;0.00103968;0.016
e_checkMale_1096>true;2023-04-03 15:22:41;?;0.00149454;0.023
e_checkMale_1041>true;2023-04-03 15:23:13;?;0.00077976;0.012
e_checkMale_1031>true;2023-04-03 15:23:23;?;0.00155952;0.024
e_checkMale_1211>true;2023-04-03 15:24:26;?;0.00045486;0.007
e_checkMale_949>true;2023-04-03 15:24:47;?;0.0009747;0.015
e_checkMale_416>true;2023-04-03 15:25:08;?;0.00123462;0.019
e_checkMale_469>true;2023-04-03 15:25:18;?;0.00155952;0.024
e_checkMale_518>true;2023-04-03 15:26:00;?;0.00123462;0.019
e_checkMale_422>true;2023-04-03 15:26:10;?;0.0;0.0
e_checkMale_1346>true;2023-04-03 15:26:20;?;0.00077976;0.012
e_checkMale_756>true;2023-04-03 15:26:52;?;0.00116964;0.018
e_checkMale_1410>true;2023-04-03 15:27:35;?;0.0019494;0.03
e_checkMale_1184>true;2023-04-03 15:28:27;?;0.00110466;0.017
e_checkMale_802>true;2023-04-03 15:28:37;?;0.00071478;0.011
e_checkMale_1249>true;2023-04-03 15:28:48;?;0.00090972;0.014
e_checkMale_1406>true;2023-04-03 15:29:20;?;0.00116964;0.018
e_checkMale_657>true;2023-04-03 15:29:30;?;0.00110466;0.017
e_checkMale_1051>true;2023-04-03 15:29:40;?;0.00058482;0.009
e_checkMale_1222>true;2023-04-03 15:30:12;?;0.00201438;0.031
e_checkMale_564>true;2023-04-03 15:30:43;?;0.0019494;0.03
e_checkMale_832>true;2023-04-03 15:31:03;?;0.0009747;0.015
e_checkMale_740>true;2023-04-03 15:32:37;?;0.00090972;0.014
e_checkMale_1077>true;2023-04-03 15:32:58;?;0.0019494;0.03
e_checkMale_1098>true;2023-04-03 15:33:30;?;0.00116964;0.018
e_checkMale_509>true;2023-04-03 15:33:41;?;0.00168948;0.026
e_checkMale_866>true;2023-04-03 15:33:51;?;0.00155952;0.024
e_checkMale_1218>true;2023-04-03 15:34:13;?;0.00123462;0.019
e_checkMale_819>true;2023-04-03 15:34:23;?;0.00175446;0.027
e_checkMale_1248>true;2023-04-03 15:35:05;?;0.0009747;0.015
e_checkMale_816>true;2023-04-03 15:35:57;?;0.00136458;0.021
e_checkMale_1330>true;2023-04-03 15:36:08;?;0.00038988;0.006
e_checkMale_611>true;2023-04-03 15:36:38;?;0.00071478;0.011
e_checkMale_897>true;2023-04-03 15:36:59;?;0.0006498;0.01
e_checkMale_355>true;2023-04-03 15:37:10;?;0.0019494;0.03
e_checkMale_760>true;2023-04-03 15:37:31;?;0.00214434;0.033
e_checkMale_1073>true;2023-04-03 15:37:51;?;0.00123462;0.019
e_checkMale_1105>true;2023-04-03 15:38:33;?;0.00207936;0.032
e_checkMale_735>true;2023-04-03 15:38:44;?;0.0019494;0.03
e_checkMale_1127>true;2023-04-03 15:39:04;?;0.00110466;0.017
e_checkMale_1064>true;2023-04-03 15:39:15;?;0.00116964;0.018
e_checkMale_768>true;2023-04-03 15:39:36;?;0.00136458;0.021
e_checkMale_1155>true;2023-04-03 15:40:07;?;0.00136458;0.021
e_checkMale_1305>true;2023-04-03 15:40:18;?;0.00136458;0.021
e_checkMale_1295>true;2023-04-03 15:40:49;?;0.00136458;0.021
e_checkMale_1036>true;2023-04-03 15:41:31;?;0.00103968;0.016
e_checkMale_958>true;2023-04-03 15:41:41;?;0.00207936;0.032
e_checkMale_1404>true;2023-04-03 15:42:23;?;0.00071478;0.011
e_checkMale_1369>true;2023-04-03 15:43:15;?;0.00038988;0.006
e_checkMale_720>true;2023-04-03 15:43:57;?;0.0012996;0.02
e_checkMale_586>true;2023-04-03 15:44:28;?;0.0;0.0
e_checkMale_889>true;2023-04-03 15:44:38;?;0.0016245;0.025
e_checkMale_1291>true;2023-04-03 15:44:49;?;0.00188442;0.029
e_checkMale_1361>true;2023-04-03 15:45:30;?;0.00123462;0.019
e_checkMale_744>true;2023-04-03 15:45:52;?;0.00084474;0.013
e_checkMale_823>true;2023-04-03 15:46:13;?;0.00012996;0.002
e_checkMale_1089>true;2023-04-03 15:46:23;?;0.00084474;0.013
e_checkMale_559>true;2023-04-03 15:46:33;?;0.0009747;0.015
e_checkMale_440>true;2023-04-03 15:46:44;?;0.0009747;0.015
e_checkMale_769>true;2023-04-03 15:47:06;?;0.00071478;0.011
e_checkMale_1066>true;2023-04-03 15:47:16;?;0.00103968;0.016
e_checkMale_1347>true;2023-04-03 15:47:26;?;0.00188442;0.029
e_checkMale_626>true;2023-04-03 15:47:57;?;0.00090972;0.014
e_checkMale_1014>true;2023-04-03 15:48:30;?;0.0019494;0.03
e_checkMale_1379>true;2023-04-03 15:48:51;?;0.00038988;0.006
e_checkMale_1233>true;2023-04-03 15:49:11;?;0.0022743;0.035
e_checkMale_1385>true;2023-04-03 15:49:32;?;0.0;0.0
e_checkMale_1367>true;2023-04-03 15:49:43;?;0.00142956;0.022
e_checkMale_1000>true;2023-04-03 15:50:14;?;0.00142956;0.022
e_checkMale_1172>true;2023-04-03 15:50:24;?;0.00019494;0.003
e_checkMale_1052>true;2023-04-03 15:50:35;?;0.00168948;0.026
e_checkMale_1334>true;2023-04-03 15:50:45;?;0.00103968;0.016
e_checkMale_1268>true;2023-04-03 15:50:56;?;0.00142956;0.022
e_checkMale_1116>true;2023-04-03 15:51:07;?;0.00214434;0.033
e_checkMale_891>true;2023-04-03 15:51:17;?;0.00207936;0.032
e_checkMale_909>true;2023-04-03 15:51:27;?;0.0009747;0.015
e_checkMale_1363>true;2023-04-03 15:51:38;?;0.0016245;0.025
e_checkMale_1360>true;2023-04-03 15:51:48;?;0.00077976;0.012
e_checkMale_1228>true;2023-04-03 15:51:58;?;0.0012996;0.02
e_checkMale_1045>true;2023-04-03 15:52:08;?;0.00051984;0.008
e_checkMale_876>true;2023-04-03 15:52:19;?;0.0009747;0.015
e_checkMale_772>true;2023-04-03 15:52:29;?;0.00168948;0.026
e_checkMale_1398>true;2023-04-03 15:52:39;?;0.00084474;0.013
e_checkMale_970>true;2023-04-03 15:52:50;?;0.00110466;0.017
e_checkMale_540>true;2023-04-03 15:53:00;?;0.00084474;0.013
e_checkMale_1187>true;2023-04-03 15:53:10;?;0.00253422;0.039
e_checkMale_1277>true;2023-04-03 15:53:20;?;0.00019494;0.003
e_checkMale_683>true;2023-04-03 15:53:30;?;0.0016245;0.025
e_checkMale_940>true;2023-04-03 15:53:40;?;0.0003249;0.005
e_checkMale_647>true;2023-04-03 15:53:51;?;0.0019494;0.03
e_checkMale_820>true;2023-04-03 15:54:02;?;0.0009747;0.015
e_checkMale_956>true;2023-04-03 15:54:12;?;0.00051984;0.008
e_checkMale_1270>true;2023-04-03 15:54:22;?;0.00110466;0.017
e_checkMale_913>true;2023-04-03 15:54:33;?;0.00136458;0.021
e_checkMale_465>true;2023-04-03 15:54:43;?;0.00136458;0.021
e_checkMale_619>true;2023-04-03 15:54:54;?;0.00116964;0.018
e_checkMale_674>true;2023-04-03 15:55:04;?;0.00136458;0.021
e_checkMale_1131>true;2023-04-03 15:55:15;?;0.00123462;0.019
e_checkMale_1107>true;2023-04-03 15:55:26;?;0.00090972;0.014
e_checkMale_870>true;2023-04-03 15:55:36;?;0.00058482;0.009
e_checkMale_1208>true;2023-04-03 15:55:47;?;0.00116964;0.018
e_checkMale_825>true;2023-04-03 15:55:57;?;0.00123462;0.019
e_checkMale_1061>true;2023-04-03 15:56:07;?;0.0006498;0.01
e_checkMale_512>true;2023-04-03 15:56:18;?;0.00090972;0.014
e_checkMale_1392>true;2023-04-03 15:56:28;?;0.0022743;0.035
e_checkMale_1057>true;2023-04-03 15:56:39;?;0.00084474;0.013
e_checkMale_261>true;2023-04-03 15:56:49;?;0.00136458;0.021
e_checkMale_1104>true;2023-04-03 15:57:00;?;0.0019494;0.03
e_checkMale_725>true;2023-04-03 15:57:10;?;0.00077976;0.012
e_checkMale_1350>true;2023-04-03 15:57:21;?;0.00175446;0.027
e_checkMale_710>true;2023-04-03 15:57:32;?;0.00103968;0.016
e_checkMale_1286>true;2023-04-03 15:57:42;?;0.0012996;0.02
e_checkMale_632>true;2023-04-03 15:57:53;?;0.0025992;0.04
e_checkMale_1263>true;2023-04-03 15:58:03;?;0.00116964;0.018
e_checkMale_1200>true;2023-04-03 15:58:14;?;0.0012996;0.02
e_checkMale_776>true;2023-04-03 15:58:24;?;0.0012996;0.02
e_checkMale_1256>true;2023-04-03 15:58:34;?;0.00201438;0.031
e_checkMale_531>true;2023-04-03 15:58:45;?;0.00123462;0.019
e_checkMale_996>true;2023-04-03 15:58:55;?;0.0009747;0.015
e_checkMale_818>true;2023-04-03 15:59:05;?;0.0;0.0
e_checkMale_1147>true;2023-04-03 15:59:16;?;0.0016245;0.025
e_checkMale_930>true;2023-04-03 15:59:26;?;0.00136458;0.021
e_checkMale_462>true;2023-04-03 15:59:36;?;0.00246924;0.038
e_checkMale_1119>true;2023-04-03 15:59:46;?;0.0003249;0.005
e_checkMale_1345>true;2023-04-03 15:59:57;?;0.00071478;0.011
e_checkMale_636>true;2023-04-03 16:00:07;?;0.00090972;0.014
e_checkMale_1245>true;2023-04-03 16:00:18;?;0.00116964;0.018
e_checkMale_693>true;2023-04-03 16:00:28;?;0.00220932;0.034
e_checkMale_1238>true;2023-04-03 16:00:39;?;0.00090972;0.014
e_checkMale_681>true;2023-04-03 16:00:49;?;0.00116964;0.018
e_checkMale_605>true;2023-04-03 16:01:00;?;0.00038988;0.006
e_checkMale_884>true;2023-04-03 16:01:10;?;0.00058482;0.009
e_checkMale_1067>true;2023-04-03 16:01:20;?;0.00077976;0.012
e_checkMale_1348>true;2023-04-03 16:01:31;?;0.0012996;0.02
e_checkMale_1254>true;2023-04-03 16:01:41;?;0.00084474;0.013
e_checkMale_934>true;2023-04-03 16:01:51;?;0.00045486;0.007
e_checkMale_1188>true;2023-04-03 16:02:02;?;0.00168948;0.026
e_checkMale_676>true;2023-04-03 16:02:12;?;0.00110466;0.017
e_checkMale_1177>true;2023-04-03 16:02:23;?;0.0016245;0.025
e_checkMale_503>true;2023-04-03 16:02:33;?;0.00123462;0.019
e_checkMale_1359>true;2023-04-03 16:02:44;?;0.00168948;0.026
e_checkMale_1603>true;2023-04-04 08:46:03;?;0.0009747;0.015
e_checkMale_1468>true;2023-04-04 08:46:27;?;0.00246924;0.038
e_checkMale_1605>true;2023-04-04 08:46:50;?;0.00045486;0.007
e_checkMale_1429>true;2023-04-04 08:47:13;?;0.0022743;0.035
e_checkMale_1507>true;2023-04-04 08:47:36;?;0.00136458;0.021
e_checkMale_1501>true;2023-04-04 08:47:57;?;0.00090972;0.014
e_checkMale_1453>true;2023-04-04 08:48:19;?;0.00071478;0.011
e_checkMale_1315>true;2023-04-04 08:48:42;?;0.00116964;0.018
e_checkMale_1411>true;2023-04-04 08:49:04;?;0.00181944;0.028
e_checkMale_1550>true;2023-04-04 08:49:27;?;0.0016245;0.025
e_checkMale_1584>true;2023-04-04 08:49:49;?;0.00155952;0.024
e_checkMale_1533>true;2023-04-04 08:50:12;?;0.00071478;0.011
e_checkMale_1474>true;2023-04-04 08:50:34;?;0.00123462;0.019
e_checkMale_1454>true;2023-04-04 08:50:58;?;0.00188442;0.029
e_checkMale_1470>true;2023-04-04 08:51:19;?;0.00149454;0.023
e_checkMale_1498>true;2023-04-04 08:51:43;?;0.00220932;0.034
e_checkMale_1508>true;2023-04-04 08:52:05;?;0.00233928;0.036
e_checkMale_1425>true;2023-04-04 08:52:27;?;0.0012996;0.02
e_checkMale_1504>true;2023-04-04 08:52:50;?;0.00188442;0.029
e_checkMale_1522>true;2023-04-04 08:53:13;?;0.0009747;0.015
e_checkMale_1574>true;2023-04-04 08:53:36;?;0.00175446;0.027
e_checkMale_1450>true;2023-04-04 08:53:58;?;0.0006498;0.01
e_checkMale_1572>true;2023-04-04 08:54:20;?;0.0019494;0.03
e_checkMale_1477>true;2023-04-04 08:54:41;?;0.00214434;0.033
e_checkMale_1471>true;2023-04-04 08:55:05;?;0.00058482;0.009
e_checkMale_1612>true;2023-04-04 08:55:26;?;0.00214434;0.033
e_checkMale_1594>true;2023-04-04 08:55:50;?;0.00123462;0.019
e_checkMale_1446>true;2023-04-04 08:56:12;?;0.00175446;0.027
e_checkMale_1435>true;2023-04-04 08:56:36;?;0.00051984;0.008
e_checkMale_1475>true;2023-04-04 08:56:58;?;0.0016245;0.025
e_checkMale_1582>true;2023-04-04 08:57:19;?;0.0006498;0.01
e_checkMale_1441>true;2023-04-04 08:57:42;?;0.00201438;0.031
e_checkMale_1466>true;2023-04-04 08:58:04;?;0.00110466;0.017
e_checkMale_1534>true;2023-04-04 08:58:27;?;0.00240426;0.037
e_checkMale_1515>true;2023-04-04 08:58:49;?;0.00155952;0.024
e_checkMale_1604>true;2023-04-04 08:59:11;?;0.00058482;0.009
e_checkMale_1554>true;2023-04-04 08:59:35;?;0.0009747;0.015
e_checkMale_1545>true;2023-04-04 08:59:59;?;0.00038988;0.006
e_checkMale_1433>true;2023-04-04 09:00:21;?;0.00272916;0.042
e_checkMale_1609>true;2023-04-04 09:00:43;?;0.00084474;0.013
e_checkMale_1467>true;2023-04-04 09:01:04;?;0.00123462;0.019
e_checkMale_1500>true;2023-04-04 09:01:28;?;0.00051984;0.008
e_checkMale_1497>true;2023-04-04 09:01:49;?;0.0019494;0.03
e_checkMale_1495>true;2023-04-04 09:02:12;?;0.00019494;0.003
e_checkMale_1415>true;2023-04-04 09:02:34;?;0.00155952;0.024
e_checkMale_1583>true;2023-04-04 09:02:57;?;0.0012996;0.02
e_checkMale_1436>true;2023-04-04 09:03:20;?;0.00084474;0.013
e_checkMale_1443>true;2023-04-04 09:03:42;?;0.00136458;0.021
e_checkMale_1510>true;2023-04-04 09:04:06;?;0.00045486;0.007
e_checkMale_1421>true;2023-04-04 09:25:16;?;0.00246924;0.038
e_checkMale_1447>true;2023-04-04 09:26:40;?;0.00175446;0.027
e_checkMale_1571>true;2023-04-04 09:27:02;?;0.00142956;0.022
e_checkMale_1526>true;2023-04-04 09:27:22;?;0.00071478;0.011
e_checkMale_1607>true;2023-04-04 09:27:53;?;0.0009747;0.015
e_checkMale_1506>true;2023-04-04 09:28:24;?;0.0016245;0.025
e_checkMale_1535>true;2023-04-04 09:28:35;?;0.00084474;0.013
e_checkMale_1519>true;2023-04-04 09:28:56;?;0.00181944;0.028
e_checkMale_1806>true;2023-04-04 09:29:17;?;0.00149454;0.023
e_checkMale_1648>true;2023-04-04 09:29:38;?;0.00149454;0.023
e_checkMale_1579>true;2023-04-04 09:29:48;?;0.00201438;0.031
e_checkMale_1585>true;2023-04-04 09:29:58;?;0.00084474;0.013
