ocel_id;ocel_time;ocel_changed_field;p_mass[kg];p_material[EN10130:2006];i_material-steel-pin[kg];s_co2e[kg]
o_steelpin_2253;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2254;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2255;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2256;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2257;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2258;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2259;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2260;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2261;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2262;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2263;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2264;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2265;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2266;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2267;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2268;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2269;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2270;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2271;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2272;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2273;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2274;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2275;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2276;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2277;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2278;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2279;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2280;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2281;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2282;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2283;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2284;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2285;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2286;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2287;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2288;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2289;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2290;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2291;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2292;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2293;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2294;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2295;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2296;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2297;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2298;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2299;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2300;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2301;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2302;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2303;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2304;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2305;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2306;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2307;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2308;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2309;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2310;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2311;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2312;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2313;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2314;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2315;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2316;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2317;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2318;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2319;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2320;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2321;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2322;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2323;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2324;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2325;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2326;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2327;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2328;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2329;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2330;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2331;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2332;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2333;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2334;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2335;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2336;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2337;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2338;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2339;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2340;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2341;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2342;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2343;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2344;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2345;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2346;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2347;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2348;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2349;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2350;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2351;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2352;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2353;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2354;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2355;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2356;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2357;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2358;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2359;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2360;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2361;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2362;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2363;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2364;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2365;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2366;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2367;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2368;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2369;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2370;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2371;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2372;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2373;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2374;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2375;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2376;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2377;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2378;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2379;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2380;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2381;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2382;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2383;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2384;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2385;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2386;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2387;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2388;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2389;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2390;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2391;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2392;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2393;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2394;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2395;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2396;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2397;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2398;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2399;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2400;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2401;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2402;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2403;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2404;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2405;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2406;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2407;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2408;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2409;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2410;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2411;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2412;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2413;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2414;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2415;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2416;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2417;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2418;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2419;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2420;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2421;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2422;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2423;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2424;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2425;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2426;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2427;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2428;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2429;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2430;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2431;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2432;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2433;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2434;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2435;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2436;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2437;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2438;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2439;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2440;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2441;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2442;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2443;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2444;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2445;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2446;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2447;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2448;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2449;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2450;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2451;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2452;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2453;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2454;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2455;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2456;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2457;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2458;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2459;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2460;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2461;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2462;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2463;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2464;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2465;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2466;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2467;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2468;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2469;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2470;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2471;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2472;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2473;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2474;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2475;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2476;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2477;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2478;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2479;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2480;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2481;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2482;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2483;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2484;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2485;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2486;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2487;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2488;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2489;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2490;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2491;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2492;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2493;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2494;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2495;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2496;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2497;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2498;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2499;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2500;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2501;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2502;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2503;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2504;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2505;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2506;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2507;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2508;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2509;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2510;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2511;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2512;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2513;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2514;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2515;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2516;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2517;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2518;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2519;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2520;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2521;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2522;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2523;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2524;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2525;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2526;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2527;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2528;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2529;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2530;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2531;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2532;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2533;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2534;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2535;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2536;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2537;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2538;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2539;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2540;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2541;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2542;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2543;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2544;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2545;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2546;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2547;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2548;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2549;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2550;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2551;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2552;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2553;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2554;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2555;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2556;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2557;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2558;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2559;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2560;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2561;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2562;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2563;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2564;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2565;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2566;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2567;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2568;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2569;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2570;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2571;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2572;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2573;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2574;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2575;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2576;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2577;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2578;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2579;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2580;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2581;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2582;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2583;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2584;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2585;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2586;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2587;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2588;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2589;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2590;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_2591;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
