ocel_id;ocel_time;ocel_changed_field;p_mass[kg];p_material[EN10130:2006];i_material-steel-pin[kg];s_co2e[kg]
o_steelpin_750;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_751;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_752;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_753;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_754;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_755;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_756;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_757;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_758;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_759;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_760;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_761;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_762;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_763;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_764;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_765;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_766;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_767;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_768;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_769;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_770;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_771;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_772;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_773;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_774;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_775;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_776;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_777;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_778;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_779;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_780;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_781;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_782;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_783;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_784;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_785;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_786;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_787;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_788;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_789;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_790;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_791;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_792;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_793;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_794;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_795;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_796;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_797;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_798;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_799;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_800;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_801;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_802;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_803;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_804;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_805;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_806;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_807;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_808;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_809;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_810;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_811;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_812;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_813;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_814;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_815;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_816;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_817;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_818;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_819;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_820;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_821;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_822;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_823;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_824;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_825;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_826;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_827;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_828;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_829;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_830;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_831;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_832;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_833;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_834;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_835;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_836;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_837;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_838;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_839;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_840;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_841;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_842;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_843;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_844;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_845;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_846;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_847;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_848;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_849;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_850;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_851;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_852;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_853;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_854;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_855;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_856;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_857;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_858;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_859;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_860;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_861;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_862;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_863;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_864;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_865;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_866;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_867;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_868;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_869;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_870;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_871;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_872;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_873;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_874;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_875;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_876;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_877;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_878;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_879;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_880;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_881;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_882;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_883;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_884;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_885;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_886;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_887;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_888;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_889;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_890;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_891;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_892;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_893;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_894;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_895;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_896;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_897;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_898;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_899;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_900;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_901;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_902;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_903;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_904;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_905;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_906;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_907;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_908;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_909;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_910;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_911;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_912;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_913;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_914;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_915;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_916;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_917;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_918;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_919;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_920;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_921;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_922;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_923;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_924;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_925;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_926;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_927;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_928;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_929;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_930;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_931;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_932;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_933;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_934;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_935;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_936;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_937;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_938;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_939;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_940;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_941;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_942;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_943;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_944;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_945;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_946;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_947;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_948;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_949;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_950;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_951;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_952;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_953;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_954;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_955;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_956;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_957;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_958;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_959;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_960;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_961;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_962;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_963;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_964;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_965;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_966;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_967;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_968;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_969;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_970;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_971;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_972;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_973;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_974;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_975;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_976;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_977;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_978;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_979;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_980;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_981;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_982;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_983;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_984;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_985;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_986;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_987;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_988;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_989;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_990;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_991;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_992;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_993;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_994;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_995;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_996;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_997;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_998;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_999;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1000;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1001;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1002;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1003;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1004;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1005;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1006;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1007;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1008;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1009;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1010;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1011;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1012;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1013;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1014;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1015;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1016;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1017;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1018;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1019;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1020;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1021;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1022;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1023;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1024;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1025;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1026;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1027;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1028;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1029;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1030;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1031;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1032;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1033;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1034;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1035;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1036;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1037;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1038;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1039;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1040;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1041;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1042;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1043;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1044;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1045;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1046;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1047;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1048;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1049;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1050;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1051;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1052;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1053;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1054;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1055;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1056;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1057;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1058;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1059;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1060;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1061;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1062;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1063;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1064;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1065;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1066;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1067;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1068;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1069;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1070;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1071;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1072;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1073;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1074;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1075;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1076;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1077;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1078;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1079;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1080;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1081;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1082;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1083;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1084;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1085;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1086;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1087;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1088;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1089;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1090;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1091;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1092;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1093;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1094;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
o_steelpin_1095;2023-04-03 07:30:00;;0.001;DC01;0.001;0.00195
