ocel_id;ocel_time;p_duration[s];s_co2e[kg];i_compressed-air[m3]
e_checkFemale_1559>true;2023-04-04 08:56:02;?;0.00116964;0.018
e_checkFemale_1448>true;2023-04-04 08:56:25;?;0.00090972;0.014
e_checkFemale_1557>true;2023-04-04 08:56:47;?;0.00201438;0.031
e_checkFemale_1540>true;2023-04-04 08:57:09;?;0.00246924;0.038
e_checkFemale_1551>true;2023-04-04 08:57:31;?;0.0;0.0
e_checkFemale_1460>true;2023-04-04 08:57:54;?;0.00084474;0.013
e_checkFemale_1432>true;2023-04-04 08:58:16;?;0.00103968;0.016
e_checkFemale_1440>true;2023-04-04 08:58:39;?;0.0006498;0.01
e_checkFemale_1458>true;2023-04-04 08:59:01;?;0.00058482;0.009
e_checkFemale_1531>true;2023-04-04 08:59:24;?;0.00279414;0.043
e_checkFemale_1523>true;2023-04-04 08:59:48;?;0.00071478;0.011
e_checkFemale_1455>true;2023-04-04 09:00:09;?;0.00077976;0.012
e_checkFemale_1473>true;2023-04-04 09:00:32;?;0.0006498;0.01
e_checkFemale_1426>true;2023-04-04 09:00:54;?;0.00175446;0.027
e_checkFemale_1587>true;2023-04-04 09:01:17;?;0.00168948;0.026
e_checkFemale_1547>true;2023-04-04 09:01:39;?;0.0019494;0.03
e_checkFemale_1573>true;2023-04-04 09:02:02;?;0.00155952;0.024
e_checkFemale_1541>true;2023-04-04 09:02:24;?;0.00019494;0.003
e_checkFemale_1586>true;2023-04-04 09:02:47;?;0.00045486;0.007
e_checkFemale_1485>true;2023-04-04 09:03:10;?;6.498E~05;0.001
e_checkFemale_1588>true;2023-04-04 09:03:32;?;0.00110466;0.017
e_checkFemale_1581>true;2023-04-04 09:03:55;?;0.0012996;0.02
e_checkFemale_1449>true;2023-04-04 09:25:05;?;0.00168948;0.026
e_checkFemale_1578>true;2023-04-04 09:25:27;?;0.00103968;0.016
e_checkFemale_1576>true;2023-04-04 09:25:37;?;0.00142956;0.022
e_checkFemale_1434>true;2023-04-04 09:25:48;?;0.00051984;0.008
e_checkFemale_1451>true;2023-04-04 09:25:58;?;0.00168948;0.026
e_checkFemale_1514>true;2023-04-04 09:26:09;?;0.00149454;0.023
e_checkFemale_1606>true;2023-04-04 09:26:19;?;0.00155952;0.024
e_checkFemale_1556>true;2023-04-04 09:26:30;?;0.00110466;0.017
e_checkFemale_1622>true;2023-04-04 09:26:51;?;0.00077976;0.012
e_checkFemale_1424>true;2023-04-04 09:27:12;?;0.00123462;0.019
e_checkFemale_1520>true;2023-04-04 09:27:33;?;0.0012996;0.02
e_checkFemale_1601>true;2023-04-04 09:27:43;?;0.0019494;0.03
e_checkFemale_1529>true;2023-04-04 09:28:03;?;0.00175446;0.027
e_checkFemale_1431>true;2023-04-04 09:28:13;?;0.00136458;0.021
e_checkFemale_1414>true;2023-04-04 09:28:45;?;0.00051984;0.008
e_checkFemale_1462>true;2023-04-04 09:29:06;?;0.00077976;0.012
e_checkFemale_1575>true;2023-04-04 09:29:27;?;0.0019494;0.03
e_checkFemale_1413>true;2023-04-04 09:30:19;?;0.00110466;0.017
e_checkFemale_1537>true;2023-04-04 09:30:30;?;0.00181944;0.028
e_checkFemale_1773>true;2023-04-04 09:31:22;?;0.0006498;0.01
e_checkFemale_1499>true;2023-04-04 09:31:32;?;0.00188442;0.029
e_checkFemale_1718>true;2023-04-04 09:31:43;?;0.00071478;0.011
e_checkFemale_1388>true;2023-04-04 09:31:53;?;0.00038988;0.006
e_checkFemale_1486>true;2023-04-04 09:32:14;?;0.00136458;0.021
e_checkFemale_1611>true;2023-04-04 09:32:57;?;0.00071478;0.011
e_checkFemale_1481>true;2023-04-04 09:33:27;?;0.00181944;0.028
e_checkFemale_1595>true;2023-04-04 09:33:38;?;0.0009747;0.015
e_checkFemale_1517>true;2023-04-04 09:33:59;?;0.00181944;0.028
e_checkFemale_1457>true;2023-04-04 09:34:30;?;0.00181944;0.028
e_checkFemale_1505>true;2023-04-04 09:35:32;?;0.00142956;0.022
e_checkFemale_1580>true;2023-04-04 09:36:03;?;0.00207936;0.032
e_checkFemale_1794>true;2023-04-04 09:36:14;?;0.00012996;0.002
e_checkFemale_1631>true;2023-04-04 09:36:24;?;0.00272916;0.042
e_checkFemale_1680>true;2023-04-04 09:36:34;?;0.00012996;0.002
e_checkFemale_1516>true;2023-04-04 09:36:44;?;0.00103968;0.016
e_checkFemale_1670>true;2023-04-04 09:37:05;?;0.00110466;0.017
e_checkFemale_1596>true;2023-04-04 09:37:26;?;0.00025992;0.004
e_checkFemale_1592>true;2023-04-04 09:38:08;?;0.00058482;0.009
e_checkFemale_1589>true;2023-04-04 09:38:19;?;0.00084474;0.013
e_checkFemale_1599>true;2023-04-04 09:38:29;?;0.00155952;0.024
e_checkFemale_1804>true;2023-04-04 09:38:50;?;0.00103968;0.016
e_checkFemale_1733>true;2023-04-04 09:39:22;?;0.00142956;0.022
e_checkFemale_1598>true;2023-04-04 09:39:43;?;0.0016245;0.025
e_checkFemale_1724>true;2023-04-04 09:40:04;?;0.00181944;0.028
e_checkFemale_1532>true;2023-04-04 09:40:24;?;0.00077976;0.012
e_checkFemale_1725>true;2023-04-04 09:40:45;?;0.00175446;0.027
e_checkFemale_1624>true;2023-04-04 09:40:55;?;0.00090972;0.014
e_checkFemale_1683>true;2023-04-04 09:41:06;?;0.00123462;0.019
e_checkFemale_1629>true;2023-04-04 09:41:38;?;0.0;0.0
e_checkFemale_1484>true;2023-04-04 09:41:48;?;0.0;0.0
e_checkFemale_1636>true;2023-04-04 09:42:09;?;0.00175446;0.027
e_checkFemale_1763>true;2023-04-04 09:42:50;?;0.0012996;0.02
e_checkFemale_1756>true;2023-04-04 09:43:01;?;0.00084474;0.013
e_checkFemale_1637>true;2023-04-04 09:43:12;?;0.00051984;0.008
e_checkFemale_1664>true;2023-04-04 09:43:22;?;0.00136458;0.021
e_checkFemale_1511>true;2023-04-04 09:43:53;?;0.00136458;0.021
e_checkFemale_1650>true;2023-04-04 09:44:56;?;0.0016245;0.025
e_checkFemale_1754>true;2023-04-04 09:45:16;?;0.00103968;0.016
e_checkFemale_1731>true;2023-04-04 09:45:27;?;0.00149454;0.023
e_checkFemale_1741>true;2023-04-04 09:45:37;?;0.00214434;0.033
e_checkFemale_1489>true;2023-04-04 09:46:08;?;0.0009747;0.015
e_checkFemale_1800>true;2023-04-04 09:46:18;?;0.0;0.0
e_checkFemale_1706>true;2023-04-04 09:46:29;?;0.00240426;0.037
e_checkFemale_1633>true;2023-04-04 09:47:01;?;0.00201438;0.031
e_checkFemale_1659>true;2023-04-04 09:47:11;?;0.0003249;0.005
e_checkFemale_1452>true;2023-04-04 09:47:21;?;0.00220932;0.034
e_checkFemale_1661>true;2023-04-04 09:47:42;?;0.00110466;0.017
e_checkFemale_1689>true;2023-04-04 09:48:13;?;0.0009747;0.015
e_checkFemale_1644>true;2023-04-04 09:48:34;?;0.00084474;0.013
e_checkFemale_1663>true;2023-04-04 09:48:44;?;0.00084474;0.013
e_checkFemale_1705>true;2023-04-04 09:48:55;?;0.00084474;0.013
e_checkFemale_1761>true;2023-04-04 09:49:05;?;0.00045486;0.007
e_checkFemale_1640>true;2023-04-04 09:49:37;?;0.0019494;0.03
e_checkFemale_1627>true;2023-04-04 09:49:58;?;0.00155952;0.024
e_checkFemale_1521>true;2023-04-04 09:50:09;?;0.00175446;0.027
e_checkFemale_1716>true;2023-04-04 09:50:51;?;0.0006498;0.01
e_checkFemale_1780>true;2023-04-04 09:51:12;?;0.00058482;0.009
e_checkFemale_1560>true;2023-04-04 09:51:23;?;0.00240426;0.037
e_checkFemale_1685>true;2023-04-04 10:12:50;?;0.0;0.0
e_checkFemale_1635>true;2023-04-04 10:13:42;?;0.00084474;0.013
e_checkFemale_1464>true;2023-04-04 10:14:03;?;0.00123462;0.019
e_checkFemale_1746>true;2023-04-04 10:14:34;?;0.00077976;0.012
e_checkFemale_1854>true;2023-04-04 10:14:55;?;0.00012996;0.002
e_checkFemale_1768>true;2023-04-04 10:15:16;?;0.00103968;0.016
e_checkFemale_1628>true;2023-04-04 10:15:26;?;6.498E~05;0.001
e_checkFemale_1512>true;2023-04-04 10:15:37;?;0.00220932;0.034
e_checkFemale_1669>true;2023-04-04 10:15:58;?;0.00233928;0.036
e_checkFemale_1805>true;2023-04-04 10:16:19;?;0.0;0.0
e_checkFemale_1717>true;2023-04-04 10:16:30;?;0.00149454;0.023
e_checkFemale_1616>true;2023-04-04 10:16:51;?;0.00090972;0.014
e_checkFemale_1989>true;2023-04-04 10:17:02;?;0.00149454;0.023
e_checkFemale_1619>true;2023-04-04 10:17:23;?;0.00155952;0.024
e_checkFemale_1920>true;2023-04-04 10:18:25;?;0.00149454;0.023
e_checkFemale_1720>true;2023-04-04 10:18:47;?;0.00136458;0.021
e_checkFemale_1676>true;2023-04-04 10:18:57;?;0.0009747;0.015
e_checkFemale_1691>true;2023-04-04 10:19:08;?;0.00077976;0.012
e_checkFemale_1654>true;2023-04-04 10:19:18;?;0.00142956;0.022
e_checkFemale_1878>true;2023-04-04 10:19:29;?;0.0016245;0.025
e_checkFemale_1735>true;2023-04-04 10:19:50;?;0.00136458;0.021
e_checkFemale_1660>true;2023-04-04 10:20:22;?;0.00077976;0.012
e_checkFemale_1748>true;2023-04-04 10:20:42;?;0.00103968;0.016
e_checkFemale_1861>true;2023-04-04 10:20:52;?;0.0016245;0.025
e_checkFemale_1727>true;2023-04-04 10:21:24;?;0.00142956;0.022
e_checkFemale_1767>true;2023-04-04 10:21:34;?;0.00051984;0.008
e_checkFemale_1888>true;2023-04-04 10:22:06;?;0.00207936;0.032
e_checkFemale_1769>true;2023-04-04 10:22:38;?;0.00077976;0.012
e_checkFemale_1745>true;2023-04-04 10:22:48;?;0.00201438;0.031
e_checkFemale_1641>true;2023-04-04 10:23:09;?;0.00019494;0.003
e_checkFemale_1923>true;2023-04-04 10:23:20;?;0.00110466;0.017
e_checkFemale_1790>true;2023-04-04 10:23:40;?;0.0019494;0.03
e_checkFemale_1996>true;2023-04-04 10:23:50;?;0.00116964;0.018
e_checkFemale_1997>true;2023-04-04 10:24:53;?;0.0;0.0
e_checkFemale_1419>true;2023-04-04 10:25:04;?;0.00149454;0.023
e_checkFemale_1880>true;2023-04-04 10:25:25;?;0.00110466;0.017
e_checkFemale_1723>true;2023-04-04 10:26:17;?;6.498E~05;0.001
e_checkFemale_1736>true;2023-04-04 10:26:28;?;0.0012996;0.02
e_checkFemale_1730>true;2023-04-04 10:26:38;?;0.00123462;0.019
e_checkFemale_1927>true;2023-04-04 10:27:10;?;0.00084474;0.013
e_checkFemale_1721>true;2023-04-04 10:27:20;?;0.00038988;0.006
e_checkFemale_1953>true;2023-04-04 10:27:40;?;0.00155952;0.024
e_checkFemale_1459>true;2023-04-04 10:28:01;?;0.00207936;0.032
e_checkFemale_1638>true;2023-04-04 10:28:12;?;0.00149454;0.023
e_checkFemale_1752>true;2023-04-04 10:28:22;?;0.00142956;0.022
e_checkFemale_1684>true;2023-04-04 10:28:43;?;0.00071478;0.011
e_checkFemale_1528>true;2023-04-04 10:29:04;?;0.00123462;0.019
e_checkFemale_1613>true;2023-04-04 10:29:14;?;0.00084474;0.013
e_checkFemale_1932>true;2023-04-04 10:29:45;?;0.00149454;0.023
e_checkFemale_1476>true;2023-04-04 10:30:06;?;0.00045486;0.007
e_checkFemale_1546>true;2023-04-04 10:30:16;?;0.00142956;0.022
e_checkFemale_1682>true;2023-04-04 10:30:37;?;0.00201438;0.031
e_checkFemale_1868>true;2023-04-04 10:30:57;?;0.00214434;0.033
e_checkFemale_1848>true;2023-04-04 10:31:08;?;0.00084474;0.013
e_checkFemale_1829>true;2023-04-04 10:31:18;?;0.00019494;0.003
e_checkFemale_1710>true;2023-04-04 10:31:29;?;0.00103968;0.016
e_checkFemale_1788>true;2023-04-04 10:31:39;?;0.00155952;0.024
e_checkFemale_1814>true;2023-04-04 10:32:00;?;0.00279414;0.043
e_checkFemale_1998>true;2023-04-04 10:32:30;?;0.00051984;0.008
e_checkFemale_1646>true;2023-04-04 10:32:42;?;0.00123462;0.019
e_checkFemale_1873>true;2023-04-04 10:32:52;?;0.0003249;0.005
e_checkFemale_1760>true;2023-04-04 10:33:02;?;0.00077976;0.012
e_checkFemale_1711>true;2023-04-04 10:33:24;?;0.00155952;0.024
e_checkFemale_1712>true;2023-04-04 10:33:35;?;0.0016245;0.025
e_checkFemale_1709>true;2023-04-04 10:33:45;?;0.00142956;0.022
e_checkFemale_1972>true;2023-04-04 10:34:06;?;0.00077976;0.012
e_checkFemale_1895>true;2023-04-04 10:34:27;?;0.0;0.0
e_checkFemale_1726>true;2023-04-04 10:34:37;?;0.00136458;0.021
e_checkFemale_1427>true;2023-04-04 10:35:09;?;0.00175446;0.027
e_checkFemale_1940>true;2023-04-04 10:35:19;?;0.00188442;0.029
e_checkFemale_1704>true;2023-04-04 10:35:29;?;0.0016245;0.025
e_checkFemale_1892>true;2023-04-04 10:35:50;?;0.00110466;0.017
e_checkFemale_1982>true;2023-04-04 10:36:00;?;0.00136458;0.021
e_checkFemale_1877>true;2023-04-04 10:36:21;?;0.00214434;0.033
e_checkFemale_1981>true;2023-04-04 10:36:31;?;0.00214434;0.033
e_checkFemale_1831>true;2023-04-04 10:36:52;?;0.00045486;0.007
e_checkFemale_1772>true;2023-04-04 10:37:13;?;0.0019494;0.03
e_checkFemale_1713>true;2023-04-04 10:37:23;?;0.00175446;0.027
e_checkFemale_1857>true;2023-04-04 10:37:34;?;0.00220932;0.034
e_checkFemale_1990>true;2023-04-04 10:37:55;?;0.00155952;0.024
e_checkFemale_1822>true;2023-04-04 10:38:28;?;0.0;0.0
e_checkFemale_1809>true;2023-04-04 10:38:38;?;0.00123462;0.019
e_checkFemale_1912>true;2023-04-04 10:38:58;?;0.00103968;0.016
e_checkFemale_1899>true;2023-04-04 10:39:19;?;0.00142956;0.022
e_checkFemale_1818>true;2023-04-04 10:39:29;?;0.0009747;0.015
e_checkFemale_1855>true;2023-04-04 10:39:39;?;0.00207936;0.032
e_checkFemale_1916>true;2023-04-04 11:01:19;?;0.00168948;0.026
e_checkFemale_1825>true;2023-04-04 11:01:30;?;0.00071478;0.011
e_checkFemale_1977>true;2023-04-04 11:02:32;?;0.0003249;0.005
e_checkFemale_1949>true;2023-04-04 11:03:03;?;0.00175446;0.027
e_checkFemale_1956>true;2023-04-04 11:03:14;?;0.00084474;0.013
e_checkFemale_1490>true;2023-04-04 11:03:45;?;0.00058482;0.009
e_checkFemale_2008>true;2023-04-04 11:04:06;?;0.00123462;0.019
e_checkFemale_1672>true;2023-04-04 11:04:26;?;0.00051984;0.008
e_checkFemale_1968>true;2023-04-04 11:04:36;?;0.00071478;0.011
e_checkFemale_1965>true;2023-04-04 11:04:47;?;0.00084474;0.013
e_checkFemale_1833>true;2023-04-04 11:05:08;?;0.00116964;0.018
e_checkFemale_1703>true;2023-04-04 11:05:39;?;0.0006498;0.01
e_checkFemale_1933>true;2023-04-04 11:06:31;?;0.00155952;0.024
e_checkFemale_1876>true;2023-04-04 11:06:52;?;0.00142956;0.022
e_checkFemale_1985>true;2023-04-04 11:07:02;?;0.0006498;0.01
e_checkFemale_1852>true;2023-04-04 11:07:12;?;0.00103968;0.016
e_checkFemale_1819>true;2023-04-04 11:07:23;?;0.00084474;0.013
e_checkFemale_1908>true;2023-04-04 11:08:26;?;0.0012996;0.02
e_checkFemale_1917>true;2023-04-04 11:08:46;?;0.00207936;0.032
e_checkFemale_2027>true;2023-04-04 11:08:56;?;0.00201438;0.031
e_checkFemale_1934>true;2023-04-04 11:09:59;?;0.00116964;0.018
e_checkFemale_1862>true;2023-04-04 11:10:51;?;0.00214434;0.033
e_checkFemale_1808>true;2023-04-04 11:11:34;?;0.00136458;0.021
e_checkFemale_2110>true;2023-04-04 11:11:45;?;0.0019494;0.03
e_checkFemale_1937>true;2023-04-04 11:12:16;?;0.00149454;0.023
e_checkFemale_1973>true;2023-04-04 11:12:27;?;0.00071478;0.011
e_checkFemale_1834>true;2023-04-04 11:12:38;?;0.00155952;0.024
e_checkFemale_2001>true;2023-04-04 11:12:48;?;0.00116964;0.018
e_checkFemale_2004>true;2023-04-04 11:12:58;?;0.0016245;0.025
e_checkFemale_1781>true;2023-04-04 11:13:09;?;0.0006498;0.01
e_checkFemale_1671>true;2023-04-04 11:13:40;?;0.00149454;0.023
e_checkFemale_1954>true;2023-04-04 11:13:50;?;0.00110466;0.017
e_checkFemale_1867>true;2023-04-04 11:14:21;?;0.00155952;0.024
e_checkFemale_1422>true;2023-04-04 11:14:31;?;0.00084474;0.013
e_checkFemale_1884>true;2023-04-04 11:15:03;?;0.00155952;0.024
e_checkFemale_1836>true;2023-04-04 11:15:34;?;0.00220932;0.034
e_checkFemale_2137>true;2023-04-04 11:15:56;?;0.00136458;0.021
e_checkFemale_1776>true;2023-04-04 11:16:28;?;0.0006498;0.01
e_checkFemale_1796>true;2023-04-04 11:16:59;?;0.0;0.0
e_checkFemale_1835>true;2023-04-04 11:17:31;?;0.00175446;0.027
e_checkFemale_2039>true;2023-04-04 11:17:51;?;0.00038988;0.006
e_checkFemale_1994>true;2023-04-04 11:18:53;?;0.00051984;0.008
e_checkFemale_2212>true;2023-04-04 11:19:14;?;0.00188442;0.029
e_checkFemale_1695>true;2023-04-04 11:19:24;?;0.0022743;0.035
e_checkFemale_2166>true;2023-04-04 11:19:55;?;0.0016245;0.025
e_checkFemale_2098>true;2023-04-04 11:20:49;?;0.00103968;0.016
e_checkFemale_2010>true;2023-04-04 11:20:59;?;0.00103968;0.016
e_checkFemale_1851>true;2023-04-04 11:21:10;?;0.00103968;0.016
e_checkFemale_1675>true;2023-04-04 11:21:20;?;0.0016245;0.025
e_checkFemale_2124>true;2023-04-04 11:21:30;?;0.00142956;0.022
e_checkFemale_1830>true;2023-04-04 11:21:41;?;0.00155952;0.024
e_checkFemale_2140>true;2023-04-04 11:21:51;?;0.00116964;0.018
e_checkFemale_1929>true;2023-04-04 11:22:02;?;0.00090972;0.014
e_checkFemale_1890>true;2023-04-04 11:22:23;?;0.00110466;0.017
e_checkFemale_2189>true;2023-04-04 11:23:05;?;0.00116964;0.018
e_checkFemale_2080>true;2023-04-04 11:24:17;?;0.00136458;0.021
e_checkFemale_2015>true;2023-04-04 11:24:28;?;0.00175446;0.027
e_checkFemale_1922>true;2023-04-04 11:24:38;?;0.0016245;0.025
e_checkFemale_2121>true;2023-04-04 11:24:49;?;0.0012996;0.02
e_checkFemale_1987>true;2023-04-04 11:24:59;?;0.00175446;0.027
e_checkFemale_2089>true;2023-04-04 11:25:09;?;0.00123462;0.019
e_checkFemale_1747>true;2023-04-04 11:25:19;?;0.00155952;0.024
e_checkFemale_1701>true;2023-04-04 11:25:30;?;0.0003249;0.005
e_checkFemale_1964>true;2023-04-04 11:25:51;?;0.00110466;0.017
e_checkFemale_2200>true;2023-04-04 11:26:13;?;0.0009747;0.015
e_checkFemale_2014>true;2023-04-04 11:26:45;?;0.0025992;0.04
e_checkFemale_2162>true;2023-04-04 11:26:55;?;0.0009747;0.015
e_checkFemale_1771>true;2023-04-04 11:27:06;?;0.00116964;0.018
e_checkFemale_2174>true;2023-04-04 11:27:17;?;0.00188442;0.029
e_checkFemale_2057>true;2023-04-04 11:48:08;?;0.00142956;0.022
e_checkFemale_2069>true;2023-04-04 11:48:40;?;0.00136458;0.021
e_checkFemale_2115>true;2023-04-04 11:48:51;?;0.00077976;0.012
e_checkFemale_1919>true;2023-04-04 11:49:22;?;0.00175446;0.027
e_checkFemale_2067>true;2023-04-04 11:49:43;?;0.00207936;0.032
e_checkFemale_2205>true;2023-04-04 11:49:53;?;0.0003249;0.005
e_checkFemale_1955>true;2023-04-04 11:50:34;?;0.00051984;0.008
e_checkFemale_2022>true;2023-04-04 11:50:44;?;0.0016245;0.025
e_checkFemale_2211>true;2023-04-04 11:51:06;?;0.00071478;0.011
e_checkFemale_2097>true;2023-04-04 11:52:18;?;0.00116964;0.018
e_checkFemale_2167>true;2023-04-04 11:52:29;?;0.00214434;0.033
e_checkFemale_1858>true;2023-04-04 11:53:00;?;0.0012996;0.02
e_checkFemale_2032>true;2023-04-04 11:53:32;?;0.0;0.0
e_checkFemale_1879>true;2023-04-04 11:53:52;?;0.00090972;0.014
e_checkFemale_2071>true;2023-04-04 11:54:55;?;0.00214434;0.033
e_checkFemale_1785>true;2023-04-04 11:55:17;?;0.00136458;0.021
e_checkFemale_2268>true;2023-04-04 11:55:27;?;0.0006498;0.01
e_checkFemale_2074>true;2023-04-04 11:55:48;?;0.00084474;0.013
e_checkFemale_1802>true;2023-04-04 11:56:20;?;0.00142956;0.022
e_checkFemale_2325>true;2023-04-04 11:56:30;?;0.00188442;0.029
e_checkFemale_1999>true;2023-04-04 11:56:40;?;0.00279414;0.043
e_checkFemale_2099>true;2023-04-04 11:56:50;?;0.0012996;0.02
e_checkFemale_2177>true;2023-04-04 11:57:01;?;0.00181944;0.028
e_checkFemale_2265>true;2023-04-04 11:57:22;?;0.00038988;0.006
e_checkFemale_2179>true;2023-04-04 11:57:32;?;0.0022743;0.035
e_checkFemale_2242>true;2023-04-04 11:57:43;?;0.00071478;0.011
e_checkFemale_1845>true;2023-04-04 11:57:53;?;0.00214434;0.033
e_checkFemale_2068>true;2023-04-04 11:58:14;?;0.00240426;0.037
e_checkFemale_2105>true;2023-04-04 11:58:45;?;0.00077976;0.012
e_checkFemale_2050>true;2023-04-04 11:58:55;?;0.00123462;0.019
e_checkFemale_1668>true;2023-04-04 11:59:05;?;0.00123462;0.019
e_checkFemale_2016>true;2023-04-04 11:59:15;?;0.00090972;0.014
e_checkFemale_2225>true;2023-04-04 11:59:57;?;0.00084474;0.013
e_checkFemale_1991>true;2023-04-04 13:43:29;?;0.00116964;0.018
e_checkFemale_2338>true;2023-04-04 13:43:50;?;0.00123462;0.019
e_checkFemale_1974>true;2023-04-04 13:44:01;?;0.00207936;0.032
e_checkFemale_2554>true;2023-04-04 13:44:22;?;0.0003249;0.005
e_checkFemale_2049>true;2023-04-04 13:44:32;?;0.0022743;0.035
e_checkFemale_2366>true;2023-04-04 13:44:43;?;0.00058482;0.009
e_checkFemale_2411>true;2023-04-04 13:44:53;?;0.00149454;0.023
e_checkFemale_1885>true;2023-04-04 13:45:26;?;0.0;0.0
e_checkFemale_2364>true;2023-04-04 13:45:58;?;0.00181944;0.028
e_checkFemale_2522>true;2023-04-04 13:46:19;?;0.00142956;0.022
e_checkFemale_2064>true;2023-04-04 13:46:40;?;0.00175446;0.027
e_checkFemale_2109>true;2023-04-04 13:47:54;?;0.0019494;0.03
e_checkFemale_2283>true;2023-04-04 13:48:25;?;0.00214434;0.033
e_checkFemale_2334>true;2023-04-04 13:48:45;?;0.00285912;0.044
e_checkFemale_2058>true;2023-04-04 13:48:55;?;0.0016245;0.025
e_checkFemale_2615>true;2023-04-04 13:49:16;?;0.0012996;0.02
e_checkFemale_2056>true;2023-04-04 13:49:27;?;0.00214434;0.033
e_checkFemale_1941>true;2023-04-04 13:49:58;?;0.00136458;0.021
e_checkFemale_2227>true;2023-04-04 13:50:20;?;0.00214434;0.033
e_checkFemale_1428>true;2023-04-04 13:50:50;?;0.0022743;0.035
e_checkFemale_2229>true;2023-04-04 13:51:42;?;0.0012996;0.02
e_checkFemale_2006>true;2023-04-04 13:51:53;?;0.00090972;0.014
e_checkFemale_2357>true;2023-04-04 13:52:03;?;0.00188442;0.029
e_checkFemale_2404>true;2023-04-04 13:52:24;?;0.00071478;0.011
e_checkFemale_2262>true;2023-04-04 13:52:35;?;0.0022743;0.035
e_checkFemale_2120>true;2023-04-04 13:52:56;?;0.0009747;0.015
e_checkFemale_2367>true;2023-04-04 13:53:48;?;0.00110466;0.017
e_checkFemale_2101>true;2023-04-04 13:53:59;?;0.0016245;0.025
e_checkFemale_1692>true;2023-04-04 13:54:10;?;0.00168948;0.026
e_checkFemale_1918>true;2023-04-04 13:54:41;?;0.00084474;0.013
e_checkFemale_2231>true;2023-04-04 13:54:51;?;0.00110466;0.017
e_checkFemale_2751>true;2023-04-04 13:55:01;?;0.00103968;0.016
e_checkFemale_2085>true;2023-04-04 13:55:22;?;0.00214434;0.033
e_checkFemale_2263>true;2023-04-04 13:55:33;?;0.00084474;0.013
e_checkFemale_2341>true;2023-04-04 13:55:54;?;0.00077976;0.012
e_checkFemale_2199>true;2023-04-04 13:56:46;?;0.00116964;0.018
e_checkFemale_2591>true;2023-04-04 13:57:07;?;0.00155952;0.024
e_checkFemale_2470>true;2023-04-04 13:57:28;?;0.00181944;0.028
e_checkFemale_1978>true;2023-04-04 13:57:59;?;0.00149454;0.023
e_checkFemale_2312>true;2023-04-04 13:58:09;?;0.00103968;0.016
e_checkFemale_2353>true;2023-04-04 13:58:20;?;0.00142956;0.022
e_checkFemale_2339>true;2023-04-04 13:58:40;?;0.00084474;0.013
e_checkFemale_2175>true;2023-04-04 13:58:51;?;0.00071478;0.011
e_checkFemale_2269>true;2023-04-04 13:59:33;?;0.00071478;0.011
e_checkFemale_2598>true;2023-04-04 13:59:53;?;0.00058482;0.009
e_checkFemale_2024>true;2023-04-04 14:00:15;?;0.00084474;0.013
e_checkFemale_2486>true;2023-04-04 14:00:46;?;0.0016245;0.025
e_checkFemale_2198>true;2023-04-04 14:00:58;?;0.00168948;0.026
e_checkFemale_2252>true;2023-04-04 14:01:08;?;0.0012996;0.02
e_checkFemale_2365>true;2023-04-04 14:01:29;?;0.0019494;0.03
e_checkFemale_2386>true;2023-04-04 14:01:39;?;0.00025992;0.004
e_checkFemale_2460>true;2023-04-04 14:01:49;?;0.00110466;0.017
e_checkFemale_2427>true;2023-04-04 14:02:00;?;0.00058482;0.009
e_checkFemale_2130>true;2023-04-04 14:02:21;?;0.00045486;0.007
e_checkFemale_2819>true;2023-04-04 14:02:43;?;0.00077976;0.012
e_checkFemale_2081>true;2023-04-04 14:02:53;?;0.00149454;0.023
e_checkFemale_2481>true;2023-04-04 14:03:13;?;0.00045486;0.007
e_checkFemale_1906>true;2023-04-04 14:03:45;?;0.0012996;0.02
e_checkFemale_2083>true;2023-04-04 14:03:55;?;0.0016245;0.025
e_checkFemale_2389>true;2023-04-04 14:04:17;?;0.0009747;0.015
e_checkFemale_2031>true;2023-04-04 14:04:27;?;0.00149454;0.023
e_checkFemale_2666>true;2023-04-04 14:04:59;?;0.00123462;0.019
e_checkFemale_2360>true;2023-04-04 14:05:09;?;0.00266418;0.041
e_checkFemale_2692>true;2023-04-04 14:05:40;?;0.00103968;0.016
e_checkFemale_2644>true;2023-04-04 14:05:50;?;0.00175446;0.027
e_checkFemale_2757>true;2023-04-04 14:06:22;?;0.00071478;0.011
e_checkFemale_2405>true;2023-04-04 14:06:33;?;0.00201438;0.031
e_checkFemale_2806>true;2023-04-04 14:06:43;?;0.00051984;0.008
e_checkFemale_2223>true;2023-04-04 14:06:53;?;0.00045486;0.007
e_checkFemale_2195>true;2023-04-04 14:07:14;?;0.00123462;0.019
e_checkFemale_2661>true;2023-04-04 14:08:07;?;0.00090972;0.014
e_checkFemale_2026>true;2023-04-04 14:08:17;?;0.00071478;0.011
e_checkFemale_2209>true;2023-04-04 14:08:28;?;0.00136458;0.021
e_checkFemale_2222>true;2023-04-04 14:09:00;?;0.00142956;0.022
e_checkFemale_2559>true;2023-04-04 14:09:31;?;0.00253422;0.039
e_checkFemale_1963>true;2023-04-04 14:10:13;?;0.00071478;0.011
e_checkFemale_2532>true;2023-04-04 14:11:16;?;0.00181944;0.028
e_checkFemale_2018>true;2023-04-04 14:11:58;?;0.00175446;0.027
e_checkFemale_2889>true;2023-04-04 14:12:08;?;0.0;0.0
